,device_id,date,part_of_the_day,dis_trace
571,cedf4923-48b6-454c-92a2-c4eaf0540255,2021-05-20,PART_2,1
572,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,PART_2,1
573,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-02,PART_1,1
574,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-02,PART_2,2
575,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-04,PART_1,3
576,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-04,PART_3,1
577,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-04,PART_4,1
578,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,PART_1,1
579,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,PART_2,1
580,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,PART_3,2
581,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-06,PART_1,3
582,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-06,PART_2,1
583,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-07,PART_2,2
584,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-07,PART_3,1
585,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-11,PART_3,1
586,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-12,PART_1,3
587,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-12,PART_2,4
588,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-12,PART_3,3
589,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-15,PART_2,1
590,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-16,PART_2,2
591,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-19,PART_3,1
592,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-08,PART_2,2
593,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-10,PART_3,1
594,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-11,PART_1,1
595,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,PART_4,1
596,e6d8dd99-8222-457f-812e-81813f743776,2021-04-02,PART_2,1
597,e6d8dd99-8222-457f-812e-81813f743776,2021-04-06,PART_3,1
598,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,PART_1,2
599,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,PART_2,3
600,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,PART_3,1
601,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,PART_1,1
602,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,PART_3,2
603,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-04,PART_3,2
604,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,PART_2,1
605,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,PART_3,2
606,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,PART_4,1
607,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,PART_1,2
608,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,PART_2,2
609,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,PART_3,2
610,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,PART_1,1
611,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,PART_3,1
612,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,PART_4,1
613,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,PART_1,1
614,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,PART_2,2
615,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,PART_3,6
616,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,PART_2,4
617,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,PART_3,1
618,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,PART_4,1
619,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-10,PART_2,3
620,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,2021-04-05,PART_3,1
621,e9544c58-5d20-4508-82d1-4a152d502cc7,2021-04-20,PART_1,1
622,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-21,PART_3,1
623,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-23,PART_1,1
624,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-23,PART_2,4
625,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-23,PART_3,1
626,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-24,PART_2,2
627,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-25,PART_1,1
628,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-25,PART_2,4
629,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-25,PART_3,1
630,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-26,PART_1,1
631,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-30,PART_3,1
632,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,PART_2,3
633,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,PART_3,1
634,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,PART_4,1
635,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-01,PART_2,1
636,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-01,PART_3,1
637,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-04,PART_3,1
638,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-05,PART_1,1
639,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-05,PART_2,1
640,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-05,PART_3,2
641,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,PART_1,2
642,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,PART_2,4
643,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,PART_3,2
644,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,PART_4,1
645,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,PART_1,2
646,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,PART_2,1
647,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,PART_3,1
648,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-08,PART_1,3
649,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-08,PART_2,6
650,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-08,PART_3,2
651,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-08,PART_4,4
652,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-09,PART_2,1
653,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-10,PART_3,1
654,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-11,PART_1,4
655,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-11,PART_2,9
656,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-11,PART_3,1
657,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-07,PART_2,2
658,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-08,PART_2,1
659,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-08,PART_3,1
660,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-09,PART_2,3
661,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-10,PART_2,1
662,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-11,PART_1,1
663,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-11,PART_2,2
664,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-11,PART_3,4
665,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-12,PART_1,1
666,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-12,PART_2,1
667,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-13,PART_4,1
668,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-14,PART_1,1
669,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-14,PART_2,1
670,ec7ccc46-dc28-407b-b067-3e1bdec74b03,2021-03-14,PART_3,2
671,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-03,PART_2,1
672,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-03,PART_3,1
673,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-04,PART_2,1
674,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-04,PART_3,2
675,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-05,PART_1,1
676,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-05,PART_3,2
677,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,PART_3,1
678,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-07,PART_1,1
679,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-07,PART_2,4
680,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,PART_1,1
681,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,PART_2,3
682,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,PART_3,1
683,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,PART_1,2
684,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-10,PART_1,1
685,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-20,PART_3,1
686,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-22,PART_3,1
687,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,PART_1,1
688,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,PART_3,1
689,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,PART_4,1
690,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,PART_2,2
691,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,PART_3,1
692,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,PART_1,1
693,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,PART_2,1
694,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,PART_3,3
695,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-08,PART_4,1
696,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,PART_1,2
697,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,PART_2,2
698,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,PART_3,1
699,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-21,PART_2,1
700,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,PART_2,3
701,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,PART_3,1
702,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,PART_1,1
703,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,PART_3,1
704,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-26,PART_1,1
705,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,PART_1,1
706,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-06,PART_2,1
707,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-07,PART_2,1
708,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-09,PART_2,1
709,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-10,PART_3,1
710,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-02,PART_1,2
711,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-02,PART_2,5
712,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-02,PART_3,1
713,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-03,PART_1,2
714,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-03,PART_2,2
715,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-03,PART_3,3
716,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-04,PART_2,1
717,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-05,PART_1,1
718,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-06,PART_1,2
719,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-06,PART_2,2
720,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-06,PART_3,4
721,f9765c67-7aff-4a15-be88-36b0c7577fd0,2021-06-07,PART_2,1
722,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,PART_2,4
723,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,PART_3,1
724,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-02,PART_1,1
725,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-04,PART_3,1
726,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-05,PART_2,1
727,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-06,PART_1,1
728,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,PART_2,3
729,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,PART_3,1
730,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-08,PART_1,1
731,fc956b51-2108-4081-b863-036167f5f524,2021-05-30,PART_2,1
732,fc956b51-2108-4081-b863-036167f5f524,2021-05-30,PART_3,1
733,fc956b51-2108-4081-b863-036167f5f524,2021-05-31,PART_2,1
734,fc956b51-2108-4081-b863-036167f5f524,2021-06-01,PART_2,1
735,fc956b51-2108-4081-b863-036167f5f524,2021-06-01,PART_3,3
736,fc956b51-2108-4081-b863-036167f5f524,2021-06-02,PART_2,3
737,fc956b51-2108-4081-b863-036167f5f524,2021-06-02,PART_3,1
738,fc956b51-2108-4081-b863-036167f5f524,2021-06-03,PART_2,3
739,fc956b51-2108-4081-b863-036167f5f524,2021-06-03,PART_3,1
740,fc956b51-2108-4081-b863-036167f5f524,2021-06-04,PART_1,1
741,fc956b51-2108-4081-b863-036167f5f524,2021-06-06,PART_2,1
742,fc956b51-2108-4081-b863-036167f5f524,2021-06-07,PART_1,1
743,fc956b51-2108-4081-b863-036167f5f524,2021-06-07,PART_2,1
744,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-11,PART_2,1
745,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-11,PART_3,5
746,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-12,PART_1,1
747,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-12,PART_2,4
748,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-12,PART_3,2
749,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-13,PART_2,2
750,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-13,PART_3,1
751,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-14,PART_3,1
752,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-15,PART_2,2
753,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-16,PART_2,2
754,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-18,PART_2,3
755,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-18,PART_3,3
756,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-19,PART_2,2
757,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-19,PART_3,3
758,fe081513-1e2d-4f58-bb2c-4dfe5626e537,2021-04-20,PART_1,1
