,device_id,date,count_wifi,part_of_the_day
100,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-13,1,PART_1
101,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-14,1,PART_1
102,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-15,1,PART_1
103,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-16,1,PART_1
104,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-17,1,PART_1
105,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-18,1,PART_1
106,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-20,1,PART_1
107,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-22,1,PART_1
108,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-12,5,PART_2
109,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-13,1,PART_2
110,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-14,1,PART_2
111,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-15,1,PART_2
112,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-16,1,PART_2
113,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-18,1,PART_2
114,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-20,1,PART_2
115,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-12,1,PART_3
116,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-13,1,PART_3
117,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-14,1,PART_3
118,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-15,1,PART_3
119,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-16,1,PART_3
120,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-18,1,PART_3
121,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-19,1,PART_3
122,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-12,1,PART_4
123,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-13,1,PART_4
124,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-14,1,PART_4
125,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-16,1,PART_4
126,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-17,1,PART_4
127,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-19,1,PART_4
128,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-21,1,PART_4
129,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-05,1,PART_1
130,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-08,1,PART_1
131,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-09,1,PART_1
132,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-05,1,PART_2
133,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-08,1,PART_2
134,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-09,1,PART_2
135,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-04,1,PART_3
136,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-07,4,PART_3
137,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-08,1,PART_3
138,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-04,3,PART_4
139,0bbb2d1c-08f9-40ca-a516-af846e26b3e0,2021-04-08,1,PART_4
140,0bebba8c-9207-458f-a93d-5b6f4ec9357b,2021-04-06,46,PART_2
141,0bebba8c-9207-458f-a93d-5b6f4ec9357b,2021-04-10,1,PART_2
142,0bebba8c-9207-458f-a93d-5b6f4ec9357b,2021-04-11,23,PART_3
143,0bebba8c-9207-458f-a93d-5b6f4ec9357b,2021-04-16,1,PART_3
144,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-18,1,PART_1
145,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-19,1,PART_1
146,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-20,1,PART_1
147,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-21,1,PART_1
148,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-25,1,PART_1
149,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-26,1,PART_1
150,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-18,1,PART_2
151,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-19,1,PART_2
152,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-20,1,PART_2
153,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-21,1,PART_2
154,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-25,1,PART_2
155,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-26,1,PART_2
156,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-17,1,PART_3
157,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-18,1,PART_3
158,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-19,1,PART_3
159,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-20,1,PART_3
160,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-21,1,PART_3
161,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-24,1,PART_3
162,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-25,1,PART_3
163,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-17,1,PART_4
164,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-18,1,PART_4
165,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-19,1,PART_4
166,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-20,1,PART_4
167,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-24,1,PART_4
168,0d514ba7-9a7d-494d-8394-eb847438d5cd,2021-04-25,1,PART_4
169,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,PART_1
170,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-04,1,PART_2
171,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,PART_2
172,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-04,1,PART_3
173,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,1,PART_3
174,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,PART_3
175,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,1,PART_3
176,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-04,1,PART_4
177,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,1,PART_4
178,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,PART_4
179,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,4,PART_1
180,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,1,PART_1
181,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,PART_1
182,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,80,PART_1
183,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,34,PART_1
184,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,1,PART_1
185,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,1,PART_1
186,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,6,PART_2
187,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,6,PART_2
188,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,5,PART_2
189,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,72,PART_2
190,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,32,PART_2
191,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,1,PART_2
192,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,1,PART_2
193,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-01,1,PART_3
194,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,1,PART_3
195,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,PART_3
196,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,1,PART_3
197,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,1,PART_3
198,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,1,PART_3
199,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-03,1,PART_4
200,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,PART_4
201,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,1,PART_4
202,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,1,PART_4
203,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-03,16,PART_1
204,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,89,PART_2
205,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-01,257,PART_3
206,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,50,PART_3
207,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-01,17,PART_4
208,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,128,PART_4
209,168f1d89-3f6b-46ef-9470-0da71d37357f,2021-05-23,4,PART_2
210,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,38,PART_1
211,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,66,PART_2
212,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,681,PART_3
213,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,40,PART_4
214,180d0e3a-6e20-4396-a148-8c0ed445c95f,2021-04-06,10,PART_1
215,184d1dea-bec0-4c36-97f1-5a5df961afaf,2021-04-08,7,PART_1
216,184d1dea-bec0-4c36-97f1-5a5df961afaf,2021-04-17,10,PART_1
217,184d1dea-bec0-4c36-97f1-5a5df961afaf,2021-04-16,2,PART_2
218,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-03,7,PART_1
219,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,6,PART_1
220,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-03,14,PART_2
221,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,12,PART_2
222,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,70,PART_2
223,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,35,PART_2
224,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,30,PART_2
225,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,64,PART_2
226,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,15,PART_2
227,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,17,PART_3
228,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-03,36,PART_3
229,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,34,PART_3
230,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,99,PART_3
231,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,8,PART_3
232,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,90,PART_3
233,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,59,PART_3
234,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,13,PART_3
235,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,44,PART_4
236,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-03,29,PART_4
237,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,12,PART_4
238,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,14,PART_4
239,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,7,PART_4
240,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,1,PART_4
241,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,16,PART_4
242,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,1,PART_1
243,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,1,PART_1
244,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,1,PART_1
245,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,1,PART_1
246,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,1,PART_1
247,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,1,PART_1
248,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,1,PART_1
249,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,1,PART_2
250,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,85,PART_2
251,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,1,PART_2
252,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,1,PART_2
253,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,1,PART_2
254,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,1,PART_2
255,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,1,PART_2
256,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-03,1,PART_3
257,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,1,PART_3
258,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,475,PART_3
259,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,31,PART_3
260,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,1,PART_3
261,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,1,PART_3
262,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,1,PART_3
263,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-03,1,PART_4
264,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,1,PART_4
265,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,1,PART_4
266,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,1,PART_4
267,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,18,PART_4
268,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,1,PART_4
269,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,1,PART_4
270,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-21,32,PART_1
271,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-24,1,PART_1
272,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-25,1,PART_1
273,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-26,37,PART_1
274,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-20,31,PART_2
275,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-21,24,PART_2
276,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-24,1,PART_2
277,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-26,10,PART_2
278,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-21,7,PART_3
279,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-20,1,PART_4
280,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-23,1,PART_4
281,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-24,1,PART_4
282,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-25,1,PART_4
283,1d5dbe6b-ee04-4019-b65f-a4785638379b,2021-05-21,18,PART_2
284,1d5dbe6b-ee04-4019-b65f-a4785638379b,2021-05-17,14,PART_3
285,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,23,PART_1
286,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,23,PART_1
287,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-02,14,PART_1
288,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-03,1,PART_1
289,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,24,PART_1
290,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,1,PART_2
291,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,81,PART_2
292,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,31,PART_2
293,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-02,37,PART_2
294,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-03,5,PART_2
295,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,23,PART_2
296,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,68,PART_3
297,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,108,PART_3
298,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,69,PART_3
299,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-02,15,PART_3
300,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-03,11,PART_3
301,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,15,PART_4
302,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,24,PART_4
303,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,18,PART_4
304,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-02,5,PART_4
305,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-03,32,PART_4
306,213d41fa-bd3c-4784-9a2e-811cfabe86fa,2021-06-05,9,PART_1
307,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,98,PART_1
308,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,28,PART_1
309,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,102,PART_1
310,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,66,PART_1
311,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,52,PART_1
312,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,94,PART_1
313,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-10,60,PART_1
314,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-11,125,PART_1
315,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-12,87,PART_1
316,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,135,PART_2
317,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,294,PART_2
318,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,161,PART_2
319,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,198,PART_2
320,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,109,PART_2
321,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,161,PART_2
322,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-10,95,PART_2
323,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-11,471,PART_2
324,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-12,86,PART_2
325,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-03,78,PART_3
326,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,210,PART_3
327,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,218,PART_3
