,device_id,date,call_type,call_duration,part_of_the_day
1067,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_2
1068,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,19,PART_2
1069,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,40,PART_2
1070,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,24,PART_2
1071,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,92,PART_2
1072,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,173,PART_3
1073,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_3
1074,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_3
1075,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_3
1076,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,1232,PART_3
1077,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_3
1078,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,44,PART_3
1079,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,8,PART_3
1080,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,31,PART_3
1081,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,0,PART_3
1082,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,356,PART_3
1083,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,41,PART_3
1084,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,1,27,PART_3
1085,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,5,PART_3
1086,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-22,2,4615,PART_4
1087,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,2,0,PART_2
1088,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,1,5,PART_3
1089,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,2,1,PART_3
1090,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,1,7,PART_3
1091,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,1,5,PART_3
1092,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,1,43,PART_3
1093,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,2,40,PART_3
1094,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,2,0,PART_3
1095,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-23,2,16,PART_3
1096,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,1,444,PART_2
1097,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,47,PART_3
1098,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,0,PART_3
1099,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,179,PART_3
1100,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,41,PART_3
1101,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,14,PART_3
1102,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,92,PART_3
1103,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,0,PART_3
1104,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,22,PART_3
1105,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,0,PART_3
1106,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,35,PART_3
1107,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,38,PART_3
1108,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,49,PART_3
1109,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,0,PART_3
1110,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,2,0,PART_3
1111,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,1,0,PART_3
1112,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-24,1,8,PART_3
1113,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,1,29,PART_1
1114,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_1
1115,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_1
1116,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_1
1117,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,1,232,PART_2
1118,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,94,PART_2
1119,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_2
1120,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_2
1121,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_2
1122,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,2,0,PART_3
1123,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,1,1036,PART_3
1124,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-25,1,136,PART_3
1125,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2021-03-26,1,3174,PART_1
1126,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,1,4,PART_2
1127,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,1,126,PART_2
1128,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,2,0,PART_3
1129,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-30,1,53,PART_3
1130,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-30,2,1322,PART_3
1131,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-30,1,3294,PART_3
1132,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-30,1,973,PART_4
1133,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,2,914,PART_3
1134,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,852,PART_1
1135,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1136,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1137,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1138,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1139,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1140,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_1
1141,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,350,PART_1
1142,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-03-31,2,28,PART_1
1143,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-03-31,2,899,PART_1
1144,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-03-31,2,429,PART_1
1145,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,153,PART_2
1146,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,539,PART_2
1147,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,1,31,PART_2
1148,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,2,36,PART_2
1149,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,276,PART_2
1150,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,70,PART_2
1151,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,120,PART_2
1152,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,2,3382,PART_2
1153,3ed6ec81-7de5-4d31-9865-e2595fa449d7,2021-03-31,2,8,PART_2
1154,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,115,PART_3
1155,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-03-31,2,77,PART_3
1156,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-03-31,1,128,PART_3
1157,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-03-31,1,22,PART_3
1158,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-03-31,1,36,PART_3
1159,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-03-31,2,323,PART_3
1160,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-03-31,2,41,PART_3
1161,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-03-31,2,0,PART_3
1162,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-03-31,2,0,PART_3
1163,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-03-31,1,383,PART_3
1164,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-03-31,1,383,PART_3
1165,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,2,87,PART_3
1166,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,2,91,PART_3
1167,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,2,0,PART_3
1168,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,1,37,PART_3
1169,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,1,74,PART_3
1170,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,2,1,PART_3
1171,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,1,187,PART_3
1172,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,1,62,PART_2
1173,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,2,0,PART_3
1174,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,2,188,PART_3
1175,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-03-31,1,11,PART_4
1176,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-03-31,1,485,PART_4
1177,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,1,307,PART_4
1178,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,1,307,PART_4
1179,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,1,4017,PART_4
1180,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-03-31,2,0,PART_4
1181,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-03-31,1,236,PART_4
1182,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-03-31,2,3,PART_4
1183,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,2,0,PART_3
1184,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,56,PART_3
1185,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,13,PART_3
1186,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,63,PART_3
1187,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,61,PART_3
1188,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,1,39,PART_3
1189,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,2,254,PART_1
1190,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,2,301,PART_1
1191,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,1,22,PART_2
1192,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,1,76,PART_2
1193,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-03-31,1,241,PART_3
1194,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,102,PART_1
1195,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,33,PART_2
1196,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,373,PART_2
1197,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,839,PART_2
1198,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,612,PART_2
1199,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,127,PART_2
1200,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,2,13,PART_2
1201,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,2,21,PART_2
1202,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,2,195,PART_2
1203,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,2,234,PART_2
1204,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,66,PART_2
1205,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,95,PART_2
1206,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,87,PART_2
1207,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,1,26,PART_2
1208,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,1,23,PART_2
1209,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_2
1210,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_2
1211,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,3,PART_2
1212,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_2
1213,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,58,PART_2
1214,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_2
1215,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,38,PART_2
1216,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,318,PART_2
1217,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_2
1218,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,1,222,PART_2
1219,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,2,43,PART_2
1220,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,1,19,PART_2
1221,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,2,17,PART_2
1222,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,1,485,PART_3
1223,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,1,10,PART_3
1224,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,2,1455,PART_3
1225,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,1,46,PART_2
1226,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,2,407,PART_2
1227,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,2,79,PART_2
1228,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,1,48,PART_2
1229,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,2,0,PART_2
1230,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,2,14,PART_2
1231,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,1,12,PART_2
1232,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,44,PART_2
1233,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,20,PART_2
1234,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,2,0,PART_3
1235,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,2,36,PART_2
1236,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,1,93,PART_2
1237,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,1,51,PART_3
1238,b2736d8a-f2cf-472f-9bcf-fe3377f5cb1c,2021-03-31,2,12,PART_2
1239,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-01,1,61,PART_3
1240,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,2,4,PART_3
1241,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,2,836,PART_3
1242,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,2,82,PART_2
1243,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,2,0,PART_2
1244,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,2,288,PART_2
1245,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,2,19,PART_2
1246,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,2,119,PART_2
1247,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,1,78,PART_2
1248,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,1,30,PART_3
1249,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,1,209,PART_3
1250,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,1,143,PART_3
1251,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,1,158,PART_4
1252,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-01,1,50,PART_2
1253,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-01,2,36,PART_2
1254,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-01,1,209,PART_3
1255,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,1,524,PART_3
1256,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-01,1,89,PART_3
1257,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-01,2,10,PART_3
1258,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,2,192,PART_1
1259,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,2,0,PART_2
1260,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,1,41,PART_2
1261,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,1,22,PART_2
1262,85386662-12c6-4e15-83f6-9300da37898a,2021-04-01,2,21,PART_2
1263,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,2,2959,PART_4
1264,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,1,20,PART_4
1265,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,2,157,PART_4
1266,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,1,32,PART_2
1267,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,1,165,PART_2
1268,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,9,PART_2
1269,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,0,PART_2
1270,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,0,PART_2
1271,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,65,PART_2
1272,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,7,PART_2
1273,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,2,234,PART_2
1274,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-02,1,22,PART_1
1275,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-01,1,18,PART_3
1276,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,147,PART_3
1277,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,135,PART_3
1278,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,45,PART_3
1279,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,116,PART_3
1280,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,1,54,PART_3
1281,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-01,2,42,PART_3
1282,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-02,1,55,PART_2
1283,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-02,1,15,PART_2
1284,04833a47-4da4-493c-af58-403d88c27e63,2021-04-02,1,438,PART_2
1285,04833a47-4da4-493c-af58-403d88c27e63,2021-04-02,1,157,PART_2
1286,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-02,2,51,PART_2
1287,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,2,73,PART_1
1288,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,18,PART_1
1289,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,144,PART_1
1290,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,0,PART_1
1291,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,12,PART_1
1292,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,250,PART_2
1293,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-02,1,19,PART_2
1294,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-02,2,119,PART_2
1295,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-02,1,28,PART_2
1296,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,1,48,PART_2
1297,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,212,PART_2
1298,38a30b17-0fdf-47a9-8430-756f15601b43,2021-04-02,2,40,PART_2
1299,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,2,0,PART_2
1300,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,2,0,PART_2
1301,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,1116,PART_2
1302,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,31,PART_2
1303,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,0,PART_2
1304,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,523,PART_2
1305,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,33,PART_2
1306,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,76,PART_2
1307,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,68,PART_2
1308,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,138,PART_2
1309,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,32,PART_2
1310,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,16,PART_2
1311,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,66,PART_2
1312,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,9,PART_2
1313,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,224,PART_2
1314,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,106,PART_2
1315,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,38,PART_2
1316,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,19,PART_2
1317,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,2,13,PART_2
1318,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,2,42,PART_2
1319,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,1,32,PART_2
1320,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,128,PART_2
1321,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,47,PART_3
1322,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,2,0,PART_3
1323,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,59,PART_3
1324,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,1,498,PART_3
1325,974dda86-2d2d-4b38-bc59-29056d4da85a,2021-04-02,1,15,PART_3
1326,85386662-12c6-4e15-83f6-9300da37898a,2021-04-02,1,139,PART_3
1327,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,1,233,PART_3
1328,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,1,73,PART_3
1329,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,2,127,PART_2
1330,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-02,2,0,PART_3
1331,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,2,0,PART_3
1332,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,1,51,PART_3
1333,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,1,333,PART_3
1334,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-02,2,0,PART_3
1335,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-02,1,27,PART_3
1336,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-02,2,0,PART_3
1337,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,2,58,PART_3
1338,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,1,59,PART_3
1339,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,1,63,PART_4
1340,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,1,28,PART_4
1341,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-02,2,683,PART_1
1342,396fc6c7-66b3-48e0-939b-157f1d2da6bb,2021-03-31,2,0,PART_4
1343,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-02,2,51,PART_4
1344,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,49,PART_3
1345,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,0,PART_3
1346,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,61,PART_3
1347,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,1,372,PART_3
1348,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,651,PART_3
1349,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,1,15,PART_3
1350,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,17,PART_3
1351,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,6,PART_3
1352,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,100,PART_3
1353,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,1,70,PART_3
1354,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,1,83,PART_3
1355,b5af9398-e131-451b-8c78-968d1805f058,2021-04-01,2,14,PART_4
1356,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,55,PART_2
1357,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,18,PART_2
1358,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,535,PART_2
1359,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,1,3086,PART_2
1360,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,0,PART_3
1361,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,0,PART_3
1362,b5af9398-e131-451b-8c78-968d1805f058,2021-04-02,2,0,PART_3
1363,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,2,10,PART_4
1364,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,2,0,PART_4
1365,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,2,37,PART_4
1366,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,1,48,PART_4
1367,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,2,7,PART_4
1368,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-03,2,158,PART_1
1369,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-03,2,0,PART_2
1370,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-03,1,362,PART_2
1371,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-03,2,0,PART_2
1372,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-03,1,549,PART_2
