,device_id,date,count,part_of_the_day
1073,d7392ba9-0969-4569-83d8-509973f34bf2,2021-04-16,1,PART_3
1074,d897dee5-2901-4dd8-b00c-1dc44fcf8cd7,2021-05-18,3,PART_3
1075,d8bda2c0-9abe-46a2-ba56-7dd69d111e49,2021-05-20,1,PART_2
1076,d8bda2c0-9abe-46a2-ba56-7dd69d111e49,2021-05-27,5,PART_2
1077,d8bda2c0-9abe-46a2-ba56-7dd69d111e49,2021-05-20,1,PART_3
1078,d8bda2c0-9abe-46a2-ba56-7dd69d111e49,2021-05-23,3,PART_3
1079,d8bda2c0-9abe-46a2-ba56-7dd69d111e49,2021-05-23,1,PART_4
1080,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-18,16,PART_1
1081,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-19,12,PART_1
1082,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-18,13,PART_2
1083,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-19,30,PART_2
1084,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-17,8,PART_3
1085,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-18,45,PART_3
1086,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-19,50,PART_3
1087,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-17,14,PART_4
1088,db271d26-cce9-4d17-ba82-888b5051c1fb,2021-05-18,21,PART_4
1089,e0bb7f16-04b9-4a1a-b084-e0a05a7362dd,2021-05-22,7,PART_3
1090,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-19,1,PART_1
1091,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-20,1,PART_1
1092,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-22,1,PART_1
1093,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-19,1,PART_2
1094,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-20,3,PART_3
1095,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-22,2,PART_4
1096,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-23,4,PART_4
1097,e1b72cdf-cae1-460f-aef6-bdc6cc4b5435,2021-04-24,2,PART_4
1098,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-09,1,PART_3
1099,e5906ca1-286c-4922-b783-78dd14c6cb46,2021-04-14,1,PART_2
1100,e6d8dd99-8222-457f-812e-81813f743776,2021-04-02,1,PART_1
1101,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,2,PART_1
1102,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,2,PART_1
1103,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,1,PART_2
1104,e6d8dd99-8222-457f-812e-81813f743776,2021-04-02,1,PART_2
1105,e6d8dd99-8222-457f-812e-81813f743776,2021-04-03,1,PART_2
1106,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,2,PART_2
1107,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,56,PART_2
1108,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,1,PART_3
1109,e6d8dd99-8222-457f-812e-81813f743776,2021-04-02,1,PART_3
1110,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,4,PART_3
1111,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,60,PART_3
1112,e6d8dd99-8222-457f-812e-81813f743776,2021-04-01,1,PART_4
1113,e6d8dd99-8222-457f-812e-81813f743776,2021-04-06,2,PART_4
1114,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,1,PART_4
1115,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-04,21,PART_1
1116,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,5,PART_1
1117,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,38,PART_1
1118,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,30,PART_1
1119,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,46,PART_1
1120,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,24,PART_1
1121,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-10,35,PART_1
1122,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-11,7,PART_1
1123,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-12,5,PART_1
1124,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-04,94,PART_2
1125,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,38,PART_2
1126,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,32,PART_2
1127,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,39,PART_2
1128,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,49,PART_2
1129,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,8,PART_2
1130,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-10,52,PART_2
1131,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-11,81,PART_2
1132,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-12,6,PART_2
1133,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-03,6,PART_3
1134,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-04,20,PART_3
1135,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,17,PART_3
1136,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,37,PART_3
1137,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,56,PART_3
1138,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,30,PART_3
1139,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,48,PART_3
1140,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-10,36,PART_3
1141,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-11,42,PART_3
1142,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-03,7,PART_4
1143,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-04,23,PART_4
1144,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-05,7,PART_4
1145,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-06,19,PART_4
1146,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-07,14,PART_4
1147,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-08,17,PART_4
1148,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-09,37,PART_4
1149,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-10,83,PART_4
1150,e73d0d07-0986-4081-a9de-645a2a61443c,2021-06-11,7,PART_4
1151,e8c74554-794b-4ae5-98c4-73dc6dbee85a,2021-05-20,1,PART_1
1152,e8c74554-794b-4ae5-98c4-73dc6dbee85a,2021-05-19,1,PART_2
1153,e8c74554-794b-4ae5-98c4-73dc6dbee85a,2021-05-20,1,PART_2
1154,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,2021-04-05,1,PART_2
1155,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,2021-04-05,1,PART_3
1156,e9544c58-5d20-4508-82d1-4a152d502cc7,2021-04-19,6,PART_1
1157,e9544c58-5d20-4508-82d1-4a152d502cc7,2021-04-20,3,PART_1
1158,e9544c58-5d20-4508-82d1-4a152d502cc7,2021-04-17,6,PART_2
1159,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-26,4,PART_1
1160,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-26,9,PART_2
1161,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-27,3,PART_2
1162,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-20,1,PART_3
1163,ea683aad-53d8-40da-a93b-1d8523ecb935,2021-05-20,1,PART_4
1164,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,4,PART_1
1165,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,4,PART_1
1166,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-02,2,PART_1
1167,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-12,3,PART_1
1168,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,4,PART_2
1169,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,3,PART_2
1170,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-30,4,PART_3
1171,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,3,PART_3
1172,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,4,PART_3
1173,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-11,3,PART_3
1174,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-30,4,PART_4
1175,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-03-31,4,PART_4
1176,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-01,3,PART_4
1177,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,2021-04-11,1,PART_4
1178,eb92e22a-7120-4ca3-be64-ae8ae0144f08,2021-05-25,4,PART_1
1179,eb92e22a-7120-4ca3-be64-ae8ae0144f08,2021-05-21,4,PART_3
1180,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-02,1,PART_1
1181,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-01,4,PART_2
1182,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-01,3,PART_3
1183,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-01,1,PART_4
1184,f3816910-3ab3-400e-9804-48a6a8791204,2021-04-02,6,PART_2
1185,f3816910-3ab3-400e-9804-48a6a8791204,2021-04-03,3,PART_2
1186,f3816910-3ab3-400e-9804-48a6a8791204,2021-04-03,3,PART_3
1187,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-03,1,PART_1
1188,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-04,1,PART_1
1189,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-05,1,PART_1
1190,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,1,PART_1
1191,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-07,1,PART_1
1192,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,1,PART_1
1193,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,1,PART_1
1194,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-10,1,PART_1
1195,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-11,1,PART_1
1196,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-02,4,PART_2
1197,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-03,1,PART_2
1198,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-04,1,PART_2
1199,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,1,PART_2
1200,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-07,1,PART_2
1201,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,1,PART_2
1202,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,1,PART_2
1203,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-10,1,PART_2
1204,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-02,6,PART_3
1205,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-03,1,PART_3
1206,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-04,3,PART_3
1207,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-05,1,PART_3
1208,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,1,PART_3
1209,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-07,1,PART_3
1210,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,1,PART_3
1211,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,1,PART_3
1212,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-10,1,PART_3
1213,f599650a-4218-4dd2-9d95-a15c105ebce8,2021-05-26,7,PART_1
1214,f599650a-4218-4dd2-9d95-a15c105ebce8,2021-05-18,10,PART_2
1215,f599650a-4218-4dd2-9d95-a15c105ebce8,2021-05-19,14,PART_3
1216,f599650a-4218-4dd2-9d95-a15c105ebce8,2021-05-25,14,PART_3
1217,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-24,3,PART_1
1218,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-26,5,PART_1
1219,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-27,7,PART_1
1220,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-21,11,PART_2
1221,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-22,3,PART_2
1222,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-24,6,PART_2
1223,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-26,3,PART_2
1224,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-19,9,PART_3
1225,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-20,9,PART_3
1226,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-21,11,PART_3
1227,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-22,13,PART_3
1228,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-19,5,PART_4
1229,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-21,8,PART_4
1230,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-22,5,PART_4
1231,f82c37c5-7678-4c82-9ddd-427ac0abd9d7,2021-05-26,4,PART_4
1232,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,1,PART_1
1233,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,1,PART_1
1234,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-11,1,PART_1
1235,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-22,1,PART_1
1236,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,1,PART_1
1237,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,1,PART_1
1238,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-25,1,PART_1
1239,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-26,1,PART_1
1240,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,1,PART_2
1241,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,1,PART_2
1242,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,1,PART_2
1243,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-06,1,PART_2
1244,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,1,PART_2
1245,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-21,1,PART_2
1246,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-22,1,PART_2
1247,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,1,PART_2
1248,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,1,PART_2
1249,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-25,1,PART_2
1250,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-26,1,PART_2
1251,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,1,PART_3
1252,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,1,PART_3
1253,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-30,1,PART_3
1254,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,9,PART_3
1255,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-06,1,PART_3
1256,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,1,PART_3
1257,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-21,1,PART_3
1258,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-22,1,PART_3
1259,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,1,PART_3
1260,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,1,PART_3
1261,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-25,1,PART_3
1262,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-26,1,PART_4
1263,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-04-27,1,PART_4
1264,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-04,1,PART_4
1265,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-06,1,PART_4
1266,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-09,1,PART_4
1267,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-21,1,PART_4
1268,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-22,1,PART_4
1269,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-23,1,PART_4
1270,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-24,1,PART_4
1271,f856f324-d9f5-4fee-b92d-88efe586bc22,2021-05-25,1,PART_4
1272,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-04,11,PART_1
1273,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,17,PART_1
1274,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-06,11,PART_1
1275,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-09,11,PART_1
1276,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-10,8,PART_1
1277,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-02,11,PART_2
1278,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-03,16,PART_2
1279,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-04,23,PART_2
1280,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,6,PART_2
1281,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-06,11,PART_2
1282,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-08,1,PART_2
1283,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-09,15,PART_2
1284,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-10,16,PART_2
1285,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-02,16,PART_3
1286,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-03,15,PART_3
1287,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-04,19,PART_3
1288,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,19,PART_3
1289,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-06,9,PART_3
1290,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-08,14,PART_3
1291,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-09,11,PART_3
1292,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-10,13,PART_3
1293,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-02,16,PART_4
1294,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-03,10,PART_4
1295,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-04,11,PART_4
1296,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,7,PART_4
1297,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-08,11,PART_4
1298,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-03-31,1,PART_3
1299,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,1,PART_3
1300,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,1,PART_4
