,device_id,message_type,date,count_mes_type,part_of_the_day
129,c8308959-2867-46e5-bf0b-4ee3e795a1b7,1,2021-03-26,2,PART_2
130,c8308959-2867-46e5-bf0b-4ee3e795a1b7,2,2021-03-26,2,PART_2
131,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-03-30,5,PART_2
132,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-03-30,1,PART_3
133,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,1,2021-03-30,1,PART_3
134,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-03-30,1,PART_3
135,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-03-31,3,PART_1
136,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-03-31,1,PART_1
137,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-03-31,1,PART_1
138,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-03-31,2,PART_2
139,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2,2021-03-31,2,PART_2
140,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,1,2021-03-31,1,PART_3
141,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-03-31,1,PART_2
142,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-03-31,1,PART_3
143,85386662-12c6-4e15-83f6-9300da37898a,1,2021-03-31,1,PART_3
144,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-03-30,2,PART_3
145,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-03-31,1,PART_2
146,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-03-31,1,PART_3
147,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-03-31,2,PART_3
148,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-01,1,PART_1
149,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-04-01,1,PART_1
150,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-01,5,PART_2
151,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,1,2021-04-01,1,PART_2
152,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-01,1,PART_2
153,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-01,4,PART_2
154,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,1,2021-03-31,3,PART_2
155,ea6f66a2-97b3-49e1-a938-73703b2f9f0b,1,2021-03-31,1,PART_3
156,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-01,1,PART_2
157,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-01,2,PART_2
158,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-01,1,PART_3
159,7976240e-2009-4cef-87ca-cda683c48770,1,2021-04-01,1,PART_3
160,b2736d8a-f2cf-472f-9bcf-fe3377f5cb1c,1,2021-03-31,1,PART_2
161,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-01,1,PART_3
162,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-01,1,PART_3
163,08541345-26e2-43c7-9391-a48ce61005d1,1,2021-03-31,1,PART_3
164,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-01,1,PART_3
165,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-01,1,PART_3
166,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-01,4,PART_2
167,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-01,1,PART_4
168,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-04-01,3,PART_4
169,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-04-01,3,PART_2
170,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-02,1,PART_1
171,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-02,1,PART_1
172,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-02,1,PART_1
173,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-01,10,PART_4
174,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,1,2021-04-02,2,PART_2
175,04833a47-4da4-493c-af58-403d88c27e63,1,2021-04-02,2,PART_1
176,04833a47-4da4-493c-af58-403d88c27e63,2,2021-04-02,3,PART_1
177,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-01,1,PART_3
178,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-02,1,PART_2
179,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-02,3,PART_2
180,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-02,2,PART_2
181,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-02,2,PART_1
182,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-02,2,PART_2
183,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-02,2,PART_2
184,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-04-02,2,PART_2
185,399f9351-8cda-413e-94e2-baa009ed2719,1,2021-04-02,1,PART_2
186,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-02,1,PART_2
187,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-02,2,PART_3
188,e6d8dd99-8222-457f-812e-81813f743776,1,2021-04-01,1,PART_4
189,e6d8dd99-8222-457f-812e-81813f743776,1,2021-04-02,1,PART_2
190,396fc6c7-66b3-48e0-939b-157f1d2da6bb,1,2021-04-02,1,PART_2
191,b5af9398-e131-451b-8c78-968d1805f058,1,2021-04-01,1,PART_3
192,b5af9398-e131-451b-8c78-968d1805f058,1,2021-04-01,1,PART_4
193,b5af9398-e131-451b-8c78-968d1805f058,1,2021-04-02,1,PART_2
194,b5af9398-e131-451b-8c78-968d1805f058,1,2021-04-02,1,PART_4
195,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-03,1,PART_1
196,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-03,1,PART_2
197,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-03,1,PART_2
198,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-03,1,PART_3
199,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-03,1,PART_3
200,04833a47-4da4-493c-af58-403d88c27e63,1,2021-04-03,2,PART_3
201,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2,2021-04-03,6,PART_3
202,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-03,2,PART_3
203,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-04-03,1,PART_3
204,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-03,1,PART_4
205,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-03,1,PART_4
206,974dda86-2d2d-4b38-bc59-29056d4da85a,1,2021-04-03,2,PART_4
207,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-04,10,PART_1
208,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-04,3,PART_1
209,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-04,1,PART_1
210,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-04,5,PART_1
211,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-04,1,PART_1
212,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-04,1,PART_1
213,459a5898-acb9-4735-b5a6-3b532d4b63a3,2,2021-04-04,1,PART_1
214,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-04,7,PART_2
215,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-04,10,PART_2
216,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,1,2021-04-04,3,PART_2
217,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-04,4,PART_2
218,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-04,2,PART_1
219,04833a47-4da4-493c-af58-403d88c27e63,1,2021-04-04,4,PART_2
220,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-04,4,PART_2
221,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-04,2,PART_2
222,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-03,1,PART_2
223,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-04,1,PART_1
224,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-04,1,PART_2
225,399f9351-8cda-413e-94e2-baa009ed2719,1,2021-04-04,1,PART_2
226,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-04,1,PART_2
227,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-04,2,PART_3
228,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-04,3,PART_2
229,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-04,1,PART_1
230,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-04,6,PART_2
231,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-04,2,PART_3
232,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-04-04,5,PART_2
233,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2,2021-04-04,1,PART_3
234,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-04,2,PART_3
235,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-04,1,PART_2
236,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-04,2,PART_3
237,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-04,1,PART_3
238,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-04,1,PART_3
239,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-04,2,PART_3
240,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-04,1,PART_1
241,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-04,1,PART_2
242,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-04,3,PART_3
243,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-04,1,PART_4
244,b11b5080-33d9-43bf-824c-af1643a9765f,1,2021-04-04,1,PART_4
245,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-05,1,PART_1
246,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-05,3,PART_1
247,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-05,3,PART_1
248,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-05,1,PART_1
249,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-05,1,PART_1
250,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-05,1,PART_2
251,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-05,3,PART_2
252,12f13c91-3e5c-4477-a781-88bab73726bc,2,2021-04-05,1,PART_2
253,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-05,1,PART_2
254,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-05,3,PART_2
255,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-05,1,PART_2
256,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-05,1,PART_2
257,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-05,3,PART_1
258,78d6802f-b609-455e-ab6d-170ebc4bbe9c,1,2021-04-05,3,PART_2
259,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-05,4,PART_1
260,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-05,6,PART_2
261,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-05,5,PART_3
262,216f9f63-1699-4b3e-85fa-0013505dc5fd,1,2021-04-05,1,PART_3
263,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,1,2021-04-05,1,PART_3
264,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-05,1,PART_1
265,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-05,2,PART_3
266,399f9351-8cda-413e-94e2-baa009ed2719,1,2021-04-05,2,PART_2
267,399f9351-8cda-413e-94e2-baa009ed2719,1,2021-04-05,3,PART_3
268,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-05,1,PART_1
269,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-05,1,PART_2
270,d5a6f56a-665e-45a2-8679-ae28df7c3464,1,2021-04-05,3,PART_3
271,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-04,1,PART_3
272,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-05,1,PART_1
273,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-05,2,PART_2
274,145427c3-4dc0-40f0-80e9-ff921bf14b72,1,2021-04-05,1,PART_3
275,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-05,1,PART_2
276,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-05,6,PART_3
277,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-05,2,PART_3
278,171408ba-1802-416a-b00d-335bbe2eee6e,2,2021-04-05,1,PART_3
279,186ac443-305a-4beb-b7ee-7558d7be13d7,1,2021-04-05,1,PART_4
280,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-05,1,PART_3
281,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-05,2,PART_3
282,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-04-05,2,PART_2
283,1e64a9ac-ccc2-4bf7-9092-87a26382b192,1,2021-04-05,1,PART_3
284,12f13c91-3e5c-4477-a781-88bab73726bc,1,2021-04-05,1,PART_4
285,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-05,2,PART_4
286,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-05,1,PART_4
287,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-05,1,PART_2
288,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-05,1,PART_3
289,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-06,4,PART_1
290,b11b5080-33d9-43bf-824c-af1643a9765f,1,2021-04-05,2,PART_2
291,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,1,2021-04-06,1,PART_1
292,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-06,1,PART_1
293,85386662-12c6-4e15-83f6-9300da37898a,1,2021-04-06,1,PART_1
294,08541345-26e2-43c7-9391-a48ce61005d1,1,2021-04-05,1,PART_2
295,08541345-26e2-43c7-9391-a48ce61005d1,1,2021-04-05,4,PART_3
296,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-06,4,PART_2
297,171408ba-1802-416a-b00d-335bbe2eee6e,1,2021-04-06,5,PART_2
298,0bebba8c-9207-458f-a93d-5b6f4ec9357b,1,2021-04-06,3,PART_2
299,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,1,2021-04-06,1,PART_2
300,459a5898-acb9-4735-b5a6-3b532d4b63a3,2,2021-04-06,1,PART_2
301,216f9f63-1699-4b3e-85fa-0013505dc5fd,1,2021-04-06,1,PART_1
302,216f9f63-1699-4b3e-85fa-0013505dc5fd,1,2021-04-06,2,PART_2
303,b85697a2-352d-4df0-93e4-33b9998167b1,1,2021-04-06,1,PART_2
304,459a5898-acb9-4735-b5a6-3b532d4b63a3,1,2021-04-06,14,PART_3
305,f39def2c-f526-4d19-8562-821fd0394be4,1,2021-04-06,1,PART_3
306,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,1,2021-04-06,1,PART_1
