,device_id,date,battery_start,part_of_the_day
61,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-18,55,PART_4
62,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-19,95,PART_2
63,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-19,49,PART_2
64,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-20,88,PART_4
65,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-22,82,PART_1
66,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-22,50,PART_2
67,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-22,22,PART_3
68,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-23,4,PART_3
69,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-23,32,PART_4
70,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-23,32,PART_4
71,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-25,87,PART_4
72,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-26,67,PART_3
73,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-26,90,PART_4
74,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-27,79,PART_1
75,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-27,70,PART_2
76,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-27,79,PART_3
77,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-03,87,PART_4
78,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-04,73,PART_1
79,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-04,78,PART_2
80,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-04,74,PART_2
81,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-04,84,PART_2
82,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-06,77,PART_2
83,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-06,72,PART_2
84,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,39,PART_2
85,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,44,PART_1
86,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,27,PART_4
87,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-06,71,PART_2
88,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2021-01-06,86,PART_2
89,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,23,PART_3
90,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,11,PART_4
91,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,39,PART_2
92,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,40,PART_3
93,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,29,PART_1
94,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,14,PART_2
95,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,15,PART_2
96,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,13,PART_2
97,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,18,PART_2
98,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,17,PART_2
99,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,14,PART_2
100,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,12,PART_2
101,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,15,PART_2
102,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,16,PART_2
103,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,15,PART_2
104,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,13,PART_2
105,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,17,PART_2
106,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,11,PART_3
107,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,29,PART_3
108,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,5,PART_3
109,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,28,PART_3
110,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,32,PART_3
111,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,35,PART_3
112,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,37,PART_3
113,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,1,PART_1
114,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,10,PART_2
115,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,7,PART_2
116,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,15,PART_2
117,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,15,PART_2
118,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,15,PART_2
119,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,53,PART_2
120,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,71,PART_2
121,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,86,PART_2
122,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,77,PART_3
123,9ef8f342-07f1-4884-8d5f-e321acc3031e,2021-02-11,26,PART_2
124,9ef8f342-07f1-4884-8d5f-e321acc3031e,2021-02-11,31,PART_3
125,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,8,PART_3
126,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,13,PART_4
127,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,33,PART_4
128,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,17,PART_2
129,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,13,PART_2
130,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,8,PART_2
131,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,27,PART_2
132,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,46,PART_2
133,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,15,PART_3
134,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,15,PART_3
135,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,6,PART_3
136,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,16,PART_3
137,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,22,PART_3
138,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,24,PART_3
139,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-11,73,PART_3
140,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,29,PART_1
141,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,10,PART_1
142,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,12,PART_2
143,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,13,PART_2
144,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,21,PART_2
145,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,21,PART_2
146,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,4,PART_2
147,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,2,PART_2
148,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,4,PART_2
149,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,18,PART_2
150,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,13,PART_2
151,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,9,PART_2
152,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,14,PART_2
153,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,12,PART_2
154,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,10,PART_2
155,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,21,PART_2
156,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,27,PART_2
157,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,20,PART_2
158,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,22,PART_2
159,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,21,PART_2
160,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,24,PART_2
161,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,25,PART_2
162,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,26,PART_2
163,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,27,PART_2
164,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,30,PART_2
165,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,31,PART_2
166,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,31,PART_2
167,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,32,PART_2
168,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,34,PART_2
169,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,35,PART_2
170,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,36,PART_2
171,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,38,PART_2
172,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,38,PART_2
173,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,36,PART_2
174,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,36,PART_2
175,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,39,PART_2
176,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,39,PART_2
177,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,47,PART_3
178,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,45,PART_3
179,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,55,PART_3
180,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,34,PART_3
181,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,22,PART_3
182,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,44,PART_3
183,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,44,PART_3
184,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,45,PART_3
185,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,45,PART_3
186,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,16,PART_4
187,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,12,PART_4
188,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,12,PART_4
189,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,25,PART_4
190,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,20,PART_4
191,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-12,21,PART_4
192,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,94,PART_1
193,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,94,PART_1
194,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-13,29,PART_4
195,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,31,PART_2
196,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,27,PART_2
197,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,36,PART_2
198,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,95,PART_3
199,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,75,PART_3
200,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,77,PART_3
201,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-13,5,PART_4
202,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,100,PART_1
203,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,27,PART_2
204,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,27,PART_2
205,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,27,PART_2
206,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,28,PART_2
207,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,50,PART_2
208,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,59,PART_2
209,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,82,PART_1
210,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,89,PART_2
211,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,66,PART_3
212,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,67,PART_3
213,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,86,PART_3
214,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,92,PART_3
215,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-14,55,PART_4
216,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,15,PART_2
217,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,13,PART_3
218,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,12,PART_3
219,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,14,PART_3
220,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,19,PART_3
221,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,10,PART_3
222,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,19,PART_3
223,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,19,PART_3
224,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,18,PART_3
225,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,24,PART_3
226,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,24,PART_3
227,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,26,PART_3
228,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,30,PART_3
229,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,33,PART_3
230,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,33,PART_3
231,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,35,PART_3
232,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,55,PART_3
233,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,7,PART_4
234,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-14,7,PART_4
235,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,11,PART_2
236,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,10,PART_2
237,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,7,PART_2
238,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,11,PART_2
239,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,12,PART_2
240,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,6,PART_2
241,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,6,PART_2
242,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,13,PART_2
243,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,6,PART_3
244,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,20,PART_3
245,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-15,78,PART_2
246,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-15,46,PART_2
247,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-15,58,PART_2
248,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-15,96,PART_3
249,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-15,63,PART_4
250,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,13,PART_3
251,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,10,PART_4
252,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-15,30,PART_4
253,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,21,PART_2
254,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,20,PART_2
255,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,8,PART_2
256,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,12,PART_2
257,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,19,PART_2
258,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,18,PART_2
259,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,10,PART_2
260,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,8,PART_2
261,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,1,PART_2
262,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-16,77,PART_2
263,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-16,83,PART_2
264,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-16,65,PART_2
265,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-16,71,PART_3
266,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-16,33,PART_4
267,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,75,PART_2
268,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,86,PART_2
269,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,83,PART_2
270,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,94,PART_3
271,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,100,PART_3
272,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,14,PART_3
273,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,57,PART_3
274,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,9,PART_4
275,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-16,48,PART_4
276,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,41,PART_2
277,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,39,PART_2
278,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,25,PART_2
279,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,40,PART_2
280,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,49,PART_2
281,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,47,PART_3
282,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,66,PART_3
283,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,86,PART_3
284,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-17,28,PART_4
285,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-17,82,PART_4
286,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-18,85,PART_2
287,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-18,71,PART_2
288,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,23,PART_2
289,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,23,PART_2
290,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,7,PART_2
291,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,12,PART_2
292,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,16,PART_2
293,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,14,PART_2
294,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,13,PART_2
295,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,28,PART_3
296,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,23,PART_3
297,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,22,PART_3
298,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,21,PART_3
299,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,16,PART_3
300,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,11,PART_3
301,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,14,PART_3
302,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,7,PART_3
303,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,12,PART_3
304,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-18,16,PART_3
305,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-19,74,PART_1
306,94903104-e074-4b3f-bac2-0237076c53c3,2021-02-19,54,PART_2
307,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-19,4,PART_2
308,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-19,4,PART_2
309,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-19,43,PART_2
