,device_id,date,call_type,counter,part_of_the_day
564,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,3,2,PART_2
565,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,2,2,PART_2
566,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-05,3,1,PART_2
567,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-05,3,2,PART_2
568,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,3,5,PART_2
569,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,5,PART_2
570,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,2,10,PART_2
571,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-05,2,3,PART_2
572,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,2,2,PART_2
573,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-05,2,1,PART_2
574,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,1,1,PART_2
575,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,1,2,PART_2
576,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,1,2,PART_3
577,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,2,1,PART_2
578,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,3,1,PART_2
579,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,2021-04-05,2,1,PART_2
580,e9258ad3-84ea-4a95-a3be-e5d3bbe11537,2021-04-05,1,2,PART_2
581,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-05,1,1,PART_2
582,b2736d8a-f2cf-472f-9bcf-fe3377f5cb1c,2021-04-04,2,1,PART_4
583,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,1,3,PART_1
584,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,3,1,PART_1
585,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,2,2,PART_1
586,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,1,6,PART_2
587,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,2,8,PART_2
588,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,3,4,PART_2
589,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,1,2,PART_3
590,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-05,1,1,PART_1
591,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-05,2,2,PART_2
592,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-05,1,2,PART_2
593,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-05,2,5,PART_3
594,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,1,1,PART_2
595,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-05,1,1,PART_3
596,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,2,4,PART_3
597,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,3,2,PART_3
598,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-05,2,1,PART_3
599,85386662-12c6-4e15-83f6-9300da37898a,2021-04-05,1,1,PART_3
600,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-05,1,2,PART_3
601,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,1,3,PART_3
602,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,3,2,PART_3
603,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-05,1,2,PART_3
604,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,1,3,PART_2
605,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,2,3,PART_2
606,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,3,1,PART_2
607,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,1,3,PART_3
608,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-05,2,4,PART_3
609,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,2,1,PART_2
610,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,3,1,PART_2
611,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,1,1,PART_2
612,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,2,1,PART_3
613,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,2,6,PART_3
614,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,2,3,PART_3
615,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,1,2,PART_3
616,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,1,2,PART_3
617,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,3,1,PART_3
618,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,1,2,PART_4
619,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,3,PART_3
620,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,2,4,PART_3
621,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,2,4,PART_4
622,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,1,3,PART_4
623,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,2,2,PART_1
624,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,2,2,PART_2
625,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,1,1,PART_2
626,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,1,2,PART_3
627,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,2,1,PART_3
628,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-05,2,2,PART_2
629,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-05,1,2,PART_2
630,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-05,3,1,PART_2
631,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-05,1,1,PART_3
632,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-05,2,2,PART_3
633,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,2,2,PART_3
634,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,1,1,PART_4
635,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-05,3,1,PART_3
636,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-05,2,1,PART_3
637,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-05,1,1,PART_3
638,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,3,1,PART_1
639,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,2,5,PART_1
640,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,2,8,PART_1
641,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-05,3,1,PART_2
642,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-05,2,6,PART_2
643,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-05,1,1,PART_2
644,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,3,2,PART_1
645,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,2,1,PART_1
646,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,1,5,PART_1
647,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,1,1,PART_1
648,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,1,1,PART_1
649,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,1,2,PART_2
650,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,2,2,PART_2
651,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-05,1,1,PART_3
652,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-05,2,2,PART_3
653,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,2,8,PART_2
654,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,2,2,PART_2
655,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,1,2,PART_2
656,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,1,2,PART_2
657,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,1,4,PART_2
658,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,2,4,PART_2
659,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,3,1,PART_2
660,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,1,3,PART_2
661,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,3,1,PART_1
662,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,2,2,PART_2
663,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,1,1,PART_2
664,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,2,1,PART_3
665,85386662-12c6-4e15-83f6-9300da37898a,2021-04-06,2,1,PART_3
666,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-06,2,1,PART_1
667,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-06,2,1,PART_2
668,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-06,2,3,PART_3
669,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-06,1,1,PART_3
670,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-06,3,1,PART_3
671,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-06,1,1,PART_3
672,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,1,2,PART_3
673,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,2,5,PART_2
674,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,2,2,PART_3
675,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,2,3,PART_1
676,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,1,1,PART_1
677,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,3,1,PART_1
678,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,2,7,PART_2
679,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,1,6,PART_2
680,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,3,1,PART_2
681,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,1,2,PART_3
682,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-06,3,1,PART_3
683,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-06,1,1,PART_2
684,899d7083-45bd-448f-83bf-2801451a1eaf,2021-04-06,2,2,PART_3
685,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-06,1,1,PART_3
686,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,1,2,PART_3
687,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,2,1,PART_3
688,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,3,1,PART_3
689,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,2,6,PART_1
690,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,1,3,PART_2
691,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,2,2,PART_2
692,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,3,2,PART_2
693,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,2,5,PART_3
694,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,1,4,PART_3
695,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,3,1,PART_3
696,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,1,1,PART_3
697,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,2,2,PART_4
698,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,1,3,PART_4
699,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,2,4,PART_1
700,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,1,1,PART_2
701,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,2,3,PART_2
702,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,3,3,PART_3
703,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,2,3,PART_3
704,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,1,2,PART_3
705,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,3,7,PART_4
706,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,2,3,PART_4
707,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,1,1,PART_4
708,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,1,1,PART_3
709,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,2,1,PART_3
710,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,3,1,PART_4
711,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,2,1,PART_4
712,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,1,1,PART_4
713,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,2,2,PART_4
714,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,1,1,PART_1
715,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,1,2,PART_2
716,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,3,1,PART_2
717,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,2,1,PART_2
718,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,1,4,PART_3
719,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,2,12,PART_3
720,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,3,1,PART_3
721,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-06,2,5,PART_2
722,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-06,1,1,PART_2
723,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,2,3,PART_1
724,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,1,1,PART_1
725,85386662-12c6-4e15-83f6-9300da37898a,2021-04-07,3,3,PART_1
726,85386662-12c6-4e15-83f6-9300da37898a,2021-04-07,2,3,PART_1
727,85386662-12c6-4e15-83f6-9300da37898a,2021-04-07,1,3,PART_1
728,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,2,1,PART_1
729,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,2,1,PART_1
730,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,2,5,PART_2
731,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,2,7,PART_2
732,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,1,2,PART_2
733,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,3,1,PART_1
734,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,3,5,PART_2
735,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,3,1,PART_2
736,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,1,1,PART_2
737,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,2,1,PART_2
738,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-06,1,1,PART_2
739,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-06,1,5,PART_3
740,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-06,2,1,PART_3
741,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-07,3,1,PART_1
742,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,2,6,PART_2
743,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,3,1,PART_2
744,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,1,1,PART_2
745,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,2,2,PART_2
746,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-07,1,1,PART_2
747,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-07,2,3,PART_3
748,b9bcc74f-70eb-4c7d-a70b-73fbf770da0e,2021-04-07,1,2,PART_3
749,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,2,1,PART_3
750,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,1,2,PART_3
751,c4b50af8-dcfa-4eee-8bb6-ece05010105b,2021-04-04,1,1,PART_3
752,c4b50af8-dcfa-4eee-8bb6-ece05010105b,2021-04-07,2,1,PART_2
753,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-07,2,1,PART_1
754,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-07,3,1,PART_2
755,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-07,2,1,PART_2
756,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-07,2,6,PART_3
757,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-07,1,1,PART_3
758,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,1,1,PART_3
759,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-07,2,3,PART_1
760,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-07,3,1,PART_1
761,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-07,2,2,PART_2
762,78d6802f-b609-455e-ab6d-170ebc4bbe9c,2021-04-07,2,1,PART_3
763,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-07,2,2,PART_2
764,899d7083-45bd-448f-83bf-2801451a1eaf,2021-04-07,2,1,PART_2
765,899d7083-45bd-448f-83bf-2801451a1eaf,2021-04-07,2,4,PART_3
766,899d7083-45bd-448f-83bf-2801451a1eaf,2021-04-07,1,1,PART_3
767,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-07,2,1,PART_3
768,d5a6f56a-665e-45a2-8679-ae28df7c3464,2021-04-07,1,1,PART_3
769,f9882fcd-51b6-4c7f-9fbc-44a055fe15a3,2021-04-07,2,1,PART_3
770,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,2,1,PART_3
771,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-06,1,2,PART_2
772,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-06,3,2,PART_3
773,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-06,1,1,PART_3
774,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,2,4,PART_2
775,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,1,3,PART_2
776,e6d8dd99-8222-457f-812e-81813f743776,2021-04-06,2,1,PART_3
777,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,3,1,PART_2
778,e6d8dd99-8222-457f-812e-81813f743776,2021-04-07,2,1,PART_3
779,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,3,1,PART_1
780,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,2,2,PART_1
781,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,1,1,PART_1
782,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,2,8,PART_2
783,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,1,4,PART_2
784,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,3,2,PART_3
785,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,2,6,PART_3
786,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,1,2,PART_3
787,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-07,3,1,PART_4
788,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-07,2,1,PART_4
789,e29b1733-4dcc-42de-a219-91d59ed91680,2021-04-07,1,1,PART_4
790,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-07,2,1,PART_2
791,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-07,1,1,PART_3
792,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-07,2,1,PART_3
793,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-08,1,1,PART_1
794,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,1,3,PART_2
795,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-08,1,1,PART_2
796,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,2,11,PART_2
797,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,2,1,PART_3
798,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,1,1,PART_4
799,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,3,1,PART_2
800,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,1,1,PART_2
801,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-08,1,1,PART_2
802,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-02,1,2,PART_1
803,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-02,3,1,PART_2
804,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-05,3,1,PART_1
805,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-05,3,3,PART_3
806,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,1,1,PART_2
807,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,2,1,PART_2
808,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,3,1,PART_2
809,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,3,2,PART_3
810,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,1,3,PART_3
811,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,2,1,PART_3
812,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-06,3,1,PART_4
813,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,2,4,PART_1
814,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,3,1,PART_2
815,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,1,1,PART_2
816,ec3c2538-8aa9-4f97-88b7-d70bde7fa954,2021-04-07,3,3,PART_3
817,98af4108-3eb8-4657-8915-60ef63081bd1,2021-04-08,3,1,PART_2
818,98af4108-3eb8-4657-8915-60ef63081bd1,2021-04-08,2,1,PART_2
819,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-08,2,1,PART_2
820,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-08,2,4,PART_3
821,4cb7d565-b49a-40fb-b6d6-1d5dc6e354d2,2021-04-08,1,4,PART_3
822,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,3,2,PART_2
823,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,2,4,PART_3
824,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,1,2,PART_3
825,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-08,1,3,PART_3
826,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,2,1,PART_3
827,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-06,3,1,PART_2
828,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-06,2,6,PART_3
829,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-07,3,1,PART_3
830,b11b5080-33d9-43bf-824c-af1643a9765f,2021-04-08,2,1,PART_3
831,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,3,2,PART_1
832,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,2,2,PART_1
833,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,1,PART_2
834,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,2,1,PART_2
835,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,2,8,PART_3
836,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,3,2,PART_3
837,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,1,3,PART_3
838,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,1,1,PART_1
839,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,1,1,PART_2
840,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,2,2,PART_2
841,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,3,1,PART_3
842,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,1,1,PART_1
843,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,1,1,PART_2
844,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,2,2,PART_3
845,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,1,1,PART_3
846,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,2,1,PART_1
847,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,2,7,PART_2
848,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,1,2,PART_2
849,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,1,1,PART_3
850,e6d8dd99-8222-457f-812e-81813f743776,2021-04-08,2,1,PART_3
851,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,3,1,PART_4
852,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-09,1,1,PART_1
853,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,1,1,PART_1
854,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,2,2,PART_1
855,b85697a2-352d-4df0-93e4-33b9998167b1,2021-04-09,1,1,PART_2
856,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,1,2,PART_2
857,f39def2c-f526-4d19-8562-821fd0394be4,2021-04-09,2,1,PART_2
858,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,2,1,PART_2
859,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,3,2,PART_3
860,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,2,1,PART_3
861,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,3,1,PART_1
862,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,1,3,PART_2
863,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,3,1,PART_2
864,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,2,2,PART_2
865,f8ca21ce-9050-4b63-9e01-eb10dcd032a6,2021-04-09,3,1,PART_2
866,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,3,1,PART_2
867,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,2,3,PART_2
868,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,2,1,PART_2
869,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,1,2,PART_2
870,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-09,3,1,PART_2
871,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-09,2,2,PART_2
872,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,1,2,PART_2
