,device_id,date,part_of_the_day,count_screen_on
110,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
111,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
112,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
113,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
114,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
115,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
116,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
117,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
118,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
119,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
120,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
121,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
122,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
123,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
124,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
125,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
126,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
127,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
128,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
129,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
130,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
131,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
132,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
133,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
134,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
135,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
136,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
137,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
138,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
139,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
140,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
141,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
142,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
143,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
144,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
145,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
146,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
147,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
148,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
149,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
150,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
151,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
152,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
153,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
154,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
155,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
156,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
157,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
158,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
159,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
160,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
161,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
162,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
163,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
164,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
165,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
166,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
167,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
168,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
169,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
170,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
171,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
172,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
173,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
174,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
175,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
176,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
177,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
178,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
179,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
180,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
181,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
182,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
183,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
184,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
185,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
186,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
187,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
188,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
189,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
190,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
191,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
192,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
193,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
194,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
195,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
196,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,1
197,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
198,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_2,1
199,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_2,1
200,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_2,1
201,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_2,1
202,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_2,1
203,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
204,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
205,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
206,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
207,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
208,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
209,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
210,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
211,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
212,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
213,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
214,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
215,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
216,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
217,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
218,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
219,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
220,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
221,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
222,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
223,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
224,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
225,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
226,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
227,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
228,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
229,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
230,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
231,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
232,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
233,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
234,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
235,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
236,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
237,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
238,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
239,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
240,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
241,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
242,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
243,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
244,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
245,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
246,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
247,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
248,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
249,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
250,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
251,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
252,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
253,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
254,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
255,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
256,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_3,1
257,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
258,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
259,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
260,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
261,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
262,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
263,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
264,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
265,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
266,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
267,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
268,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
269,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
270,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_4,1
271,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
272,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
273,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
274,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
275,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
276,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
277,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_4,1
278,c24055a2-bb1d-48b1-8bf9-6e70db85c2c0,2020-12-10,PART_4,1
279,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
280,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
281,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
282,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
283,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
284,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
285,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
286,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
287,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
288,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
289,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
290,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
291,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
292,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
293,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
294,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
295,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
296,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_4,1
