,device_id,date,part_of_the_day,call_type,dis_trace
46,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_3,2,1
47,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_4,1,1
48,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_4,2,1
49,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_4,3,1
50,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_1,1,1
51,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_1,2,1
52,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_1,3,1
53,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_2,1,3
54,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_2,2,6
55,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_3,1,2
56,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_3,2,5
57,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_3,3,2
58,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_1,2,1
59,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_1,3,2
60,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_2,1,1
61,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_2,2,1
62,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_3,1,2
63,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_3,2,5
64,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_3,3,2
65,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_2,1,1
66,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_2,2,3
67,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_2,3,1
68,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_3,1,2
69,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_3,2,1
70,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_4,2,1
71,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-10,PART_2,1,1
72,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-10,PART_2,2,3
73,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-10,PART_3,1,4
74,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-10,PART_3,2,1
75,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-10,PART_3,3,1
76,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_1,1,1
77,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_1,2,3
78,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_2,1,2
79,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_2,2,2
80,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_3,2,2
81,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_3,3,1
82,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_1,1,3
83,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_1,2,4
84,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_1,3,2
85,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_2,1,3
86,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_2,2,2
87,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_2,3,1
88,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_3,1,1
89,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_3,2,2
90,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_3,3,1
91,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-01,PART_3,1,1
92,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_2,1,1
93,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_2,2,2
94,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_2,3,2
95,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_3,1,1
96,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-03,PART_3,1,1
97,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-03,PART_3,2,1
98,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-03,PART_4,1,2
99,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_1,1,1
100,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_1,2,1
101,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_2,2,2
102,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_2,3,2
103,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_2,1,4
104,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_2,2,5
105,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_2,3,5
106,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_3,1,3
107,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_3,2,3
108,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_4,1,1
109,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_4,2,2
110,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_1,2,1
111,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_2,1,2
112,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_2,2,2
113,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_2,3,2
114,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_3,1,4
115,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_3,2,4
116,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_3,3,1
117,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_1,3,1
118,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_2,1,1
119,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_2,2,1
120,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_2,3,2
121,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_3,1,2
122,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_3,2,1
123,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,PART_2,2,1
124,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,PART_3,2,1
125,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,PART_3,3,1
126,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_1,3,1
127,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_2,1,2
128,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_2,2,2
129,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_2,3,1
130,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_3,1,1
131,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_3,2,1
132,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_3,3,2
133,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-10,PART_3,1,1
134,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-10,PART_4,2,1
135,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-10,PART_4,3,1
136,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,PART_2,2,2
137,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-03,PART_3,2,1
138,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-04,PART_2,2,1
139,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_2,1,1
140,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_2,2,1
141,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_2,3,1
142,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_3,1,1
143,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_3,2,1
144,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_4,1,1
145,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_4,2,2
146,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_1,2,2
147,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_2,1,1
148,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_2,2,2
149,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_3,1,1
150,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_3,2,3
151,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_3,3,1
152,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_4,1,1
153,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_4,2,1
154,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_4,3,1
155,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,PART_2,1,2
156,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,PART_2,2,3
157,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_1,1,1
158,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_2,1,1
159,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_2,2,2
160,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_3,3,1
161,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-09,PART_2,2,2
162,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-09,PART_2,3,1
163,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,PART_2,1,2
164,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,PART_3,2,2
165,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,PART_3,3,1
166,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_1,1,1
167,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_1,2,2
168,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_2,1,3
169,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_2,2,2
170,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_2,3,1
171,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_3,1,3
172,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_3,2,2
173,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,PART_2,1,1
174,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,PART_3,1,1
175,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,PART_3,2,1
176,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,PART_1,2,1
177,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,PART_3,1,2
178,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-03,PART_3,1,2
179,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-03,PART_3,2,1
180,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-03,PART_3,3,1
181,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-03,PART_4,1,1
182,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-03,PART_4,2,1
183,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-04,PART_1,1,1
184,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-04,PART_3,3,1
185,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_1,1,2
186,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_1,2,1
187,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_2,1,1
188,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_2,2,2
189,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_2,3,2
190,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_3,1,2
191,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_3,2,3
192,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_3,3,1
193,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_4,1,1
194,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_1,2,5
195,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_2,1,2
196,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_2,2,2
197,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_3,1,2
198,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_3,2,1
199,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_3,3,1
200,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,PART_1,1,1
201,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,PART_1,2,2
202,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,PART_2,1,2
203,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,PART_3,2,1
204,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,PART_4,1,1
205,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-02,PART_4,2,3
206,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,PART_2,1,1
207,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,PART_4,1,1
208,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,PART_4,2,1
209,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_2,1,1
210,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_3,2,3
211,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,PART_2,1,2
212,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,PART_2,2,3
213,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,PART_3,2,2
214,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_1,2,1
215,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_2,1,1
216,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_2,2,3
217,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_2,3,1
218,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_3,1,1
219,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_2,1,2
220,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_2,2,5
221,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_2,3,1
222,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_3,1,2
223,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_3,2,3
224,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,PART_2,1,2
225,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,PART_2,2,2
226,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,PART_3,1,1
227,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_1,2,1
228,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_1,3,1
229,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_2,1,1
230,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_2,3,1
231,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_3,3,1
232,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_1,1,1
233,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_2,1,2
234,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_2,2,1
235,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_3,1,2
236,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_3,2,2
237,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_3,3,1
238,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,PART_2,2,1
239,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,PART_3,1,2
240,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,PART_3,2,1
241,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,PART_3,3,1
242,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_1,2,1
243,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_2,1,2
244,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_2,2,3
245,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_2,3,2
246,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_3,1,2
247,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_3,2,1
248,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_4,1,1
249,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_4,2,1
250,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,PART_2,1,2
251,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,PART_2,2,1
252,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,PART_3,1,1
253,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,PART_3,2,1
254,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_1,2,1
255,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_1,3,1
256,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_2,1,2
257,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_2,3,1
258,18e08aa0-0a19-4bdf-9183-14334396dbf0,2021-04-21,PART_2,1,1
259,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,PART_3,1,1
260,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,PART_3,2,4
261,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,PART_2,1,1
262,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,PART_3,2,2
263,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,PART_4,2,1
264,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,PART_2,1,2
265,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,PART_2,2,4
266,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-03,PART_3,2,1
267,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,PART_2,2,4
268,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,PART_2,3,1
269,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,PART_3,1,1
270,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_1,2,2
271,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_2,1,1
272,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_2,2,2
273,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_3,1,2
274,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_3,2,1
275,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_4,2,1
276,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_1,1,1
277,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_2,1,2
278,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_2,2,1
279,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_2,3,1
280,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_3,1,4
281,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_3,2,6
282,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_3,3,1
283,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-03,PART_3,1,1
284,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-03,PART_3,2,1
285,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-03,PART_3,3,1
286,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,PART_2,1,1
287,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,PART_2,3,2
288,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,PART_3,1,2
289,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-04,PART_3,2,3
290,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,PART_2,2,1
291,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,PART_3,1,2
292,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,PART_3,2,3
293,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,PART_3,3,2
294,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_1,3,1
295,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_2,1,1
296,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_2,2,2
297,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_3,1,2
298,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_1,2,1
299,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_2,2,4
300,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_3,2,1
301,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_4,1,1
302,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_2,1,1
303,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_2,3,1
304,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_3,2,1
305,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_4,3,1
306,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,PART_2,1,1
