Age,Gender,Explorer_Rank,Builder_Rank,Director_Rank,Negotiator_Rank,Secure_attachment,Anxious-preoccupied_attachment,Fearful-avoidant_attachment,Dismissive–avoidant_attachment,FFM_Extraversion,FFM_Agreeableness,FFM_Concientiousness,FFM_Neurotism,FFM_Openess,Machiavellianism,Narcissism,Psychopathy,Dark_Triad_Compounded,RTB-Final_Score,Ambiguous_stimuli_in_general_(G),Complex_stimuli_(C),Uncertain_stimuli_(U),New/unfamiliar/novel_stimuli_(N),Insoluble/illogical/irreducible/internally_inconsistent_stimuli_(I),TFA_SUM,TFA_(Tolerance_for_Ambiguity)_Score,Self_Efficacy,Self-Discipline,Tolerance,Absorption,Appraisal,Regulation,Distress_Tolrance_Final,Creativity_bricolage,Pressure_stress,Action_persistence,Improvisation_capacity_Final,Creativity_Compound_Score_(IPIP),Locus_of_Control,Self-emotion_appraisal_(SEA),Others’_emotion_appraisal_(OEA),Use_of_emotion_(UOE),Regulation_of_emotion_(ROE),ESI_Compund_Score,Social_Desirabilty_Score,ERM-__Physical_Endurance,TMM-_Physical_Tempo,SS-_Risk_Seeking,ERS-_Social_Endurance,TMS-_Social_Tempo,EMP-_Empathy,ERI-_Intellectual_Endurance,PL-_Plasticity,PRO-_Probab_thinking,SLF-_Self-confidence,IMP-__Impulsivity,NEU-_Neuroticism,CNTL-_Social_desirability_tendency_for_STQ-77_(15-20_demonstrate_high_Social_Desirablity_and_may_be_discarded_at_your_discression),V_STD-_Self-direction_Thought,V_SDA-_Self-direction_Action,V_ST-_Stimulation,V_HE-_Hedonism,V_AC-_Achievement,V_POR-_Power_Dominance,V_POD-_Power_Resources,V_FAC-_Face,V_SEP-_Security_Personal,V_SES-_Security_Societal,V_TR-_Tradition,V_COR-_Conformity-Rules,V_COI-_Conformity-Interpersonal,V_HU-_Humility,V_UNN-_Universalism-Nature,V_UNC-_Universalism-Concern,V_UNT-_Universalism-Tolerance,V_BEC-_Benevolence_–Care,V_BED-_Benevolence-Dependability,Family Status,Education,Employment Type,device_id,manufacturer,Bluetooth_count_week,wifi_count_week,Bluetooth_mean_24h,wifi_mean_24h,screen_count_week,Screen_avg_time_week,screen_count_treshold_week,screen_count_mean_24,Screen_avg_time_24,screen_mean_treshold_24,Battery_count_threshold_week,Battery_count_week,Battery_avg_threshold_24h,Battery_avg_24h,Calls_count_incoming_week,Calls_count_outgoing_week,Calls_count_missing_week,calls_duration_mean_week,Calls_trace_incoming_week,Calls_trace_outgoing_week,Calls_trace_missing_week,Call_ratio_week,messages_count_incoming_week,messages_count_outgoing_week,messages_trace_outgoing_week,messages_trace_incoming_week,Calls_mean_incoming_24h,Calls_mean_outgoing_24h,Calls_mean_missing_24h,calls_duration_mean_24h,Calls_trace_mean_incoming_24h,Calls_trace_mean_outgoing_24h,Calls_trace_mean_missing_24h,Call_ratio_24h,messages_mean_incoming_24h,messages_mean_outgoing_24h,messages_trace_outgoing_24h,messages_trace_incoming_24h
26.0,Female,0.9692741000849593,-0.5790031919921764,0.039762906997154,1.0618514997867958,0.8526692232598791,0.3010634780863276,-1.2480380161116722,-1.2136688242805491,0.6544373635252317,-0.15776021001053153,0.44097386370242353,0.6069769786668838,-0.12493910702437208,-0.4945902150342569,1.5552344743150233,-0.033220737689436015,0.4409893044212281,0.35356534203046436,1.3371848821512173,1.3728223716077916,-0.32869740740762293,-0.07201028158650909,1.5132617527233627,1.296924233453855,1.296607556269899,0.8879465406501472,0.33702547671048666,1.0434685477858643,0.2025550817758845,0.8712853856174281,1.8998702286810332,1.1717699893461198,1.5827015436785041,1.9348480934476644,0.48419244784577653,1.730365890398792,1.6175395975779434,-1.2307208439270148,1.1017022475839686,0.9073621539617276,1.298576425078486,0.7240311896947209,1.3525872548091091,0.6871001221450848,-2.458877028255049,-3.399890030280018,-2.418014955288915,-0.4561509539244527,-0.4612292595630591,-1.7430864644587625,-1.976255553690191,-2.9685544006008717,-1.8640220290220875,-2.8901958895438375,-3.6367383910103936,-4.0994581509101105,2.9665541388924703,-4.094822361024741,-4.0963318307944325,-3.2173114990401896,-4.263872757162241,-4.451816269953368,-2.6025205896799983,-2.4781851005667415,-3.725609229815158,-4.017607706577971,-3.882846470101943,-2.168671151090543,-2.8985913715526057,-2.8179857584478327,-3.7186981684199134,-3.0094560049499783,-3.649722389896654,-3.651911125188813,-4.152994336504585,-4.484360037608987,,,,b5af9398-e131-451b-8c78-968d1805f058,samsung,-0.44844882079609244,-0.07444942921329997,1.56891972212268,0.04935878129494032,-0.26535317108529016,-0.49563471305598533,-0.23101393061497635,1.6207355955709004,-0.5598257127920293,1.8242756460385723,-0.6120493057478213,-1.7387114784704876,-0.7848821209768412,-3.097611038188821,-0.5623970997950944,1.4571534463224687,0.8305349851013621,0.7043210720087585,-0.1023016087054455,1.1594250658177685,1.6604603691470783,-2.159156818063942,-1.0043513234859744,-0.3436754563382799,-0.9707129586202871,-0.4185991993042174,0.4533458258378706,0.34383986387010335,3.0645766081257912,2.0917183229124383,0.5060191261388494,0.1554153589771834,2.6611544379395813,-2.6752925233160134,-0.7019367625551469,-0.35979283009873675,-0.4319946777664481,-0.4854355658100668
26.0,Female,0.682897661423494,-0.1549445161669205,-0.511616070030045,-0.02692017886783374,1.4174946959925379,-1.471234732535073,-1.2480380161116722,-0.08669063030575345,1.273178143585451,0.9737612962719001,1.0142398865155742,-1.647508942095828,0.3948075781970167,-0.7395301310512222,-0.14376116989466656,1.6942576221612164,0.29012454238238666,1.2087001227553087,0.2735731976867689,0.8536459110724814,-0.32869740740762293,1.6562364764897088,1.1748118126677705,0.9633377859372825,0.9627021662257562,0.8879465406501472,1.1409394578547665,0.05989698612668124,1.910587122696856,1.6803361008336115,0.6839532823251719,1.4150116637812424,1.1025820671323756,0.6353376004813247,1.0198947305687636,1.1754291643149504,0.4318189410274159,0.18829210250768127,1.3207787939486584,1.3333922397947737,1.0970063531260046,1.2683630720676193,1.6955152765062018,0.6871001221450848,-2.458877028255049,-3.399890030280018,-2.418014955288915,-0.4561509539244527,-0.4612292595630591,-1.7430864644587625,-1.976255553690191,-2.9685544006008717,-1.8640220290220875,-2.8901958895438375,-3.6367383910103936,-4.0994581509101105,2.9665541388924703,-4.094822361024741,-4.0963318307944325,-3.2173114990401896,-4.263872757162241,-4.451816269953368,-2.6025205896799983,-2.4781851005667415,-3.725609229815158,-4.017607706577971,-3.882846470101943,-2.168671151090543,-2.8985913715526057,-2.8179857584478327,-3.7186981684199134,-3.0094560049499783,-3.649722389896654,-3.651911125188813,-4.152994336504585,-4.484360037608987,,,,18aaeaaa-58e3-47d5-ab81-fef2063d340e,samsung,-0.1520165494224042,-0.24036530003151124,1.56891972212268,1.1821053000678388,0.2796316187367679,-0.3770226145503262,0.8068417576651145,0.15849159754730346,-0.4393242928815492,0.6456386563111272,-0.3690984362906709,-1.0130855002966084,0.10265156040113407,0.11607504277810742,2.403257465884953,1.0948969720175998,0.24294560788679295,0.021111447927914077,1.832128810452068,0.6270621216895216,0.8646636945328102,0.9312554488443029,-0.218993897602205,-0.3436754563382799,0.31079244232271547,-0.4185991993042174,1.908033118812102,0.21908345320901235,2.1420991341892295,0.5900392708203618,1.4728303281397934,-0.18035607355726638,1.8676259580427945,-0.039654025470618255,-0.6023607699006753,-0.35979283009873675,-0.4319946777664481,-0.4854355658100668
53.0,Female,-1.3217374092067635,-3.264708138885464,-1.8900635125980423,-0.8046142350497121,-1.4066326676707555,1.4825956185005946,1.1735282838064975,2.167265757643838,-2.439266536775864,-1.855042469434179,-1.8520902275501792,1.7342199390482398,-0.12493910702437208,2.5671587351778102,2.3480991082795453,1.3487619501910861,2.703960735003847,1.2087001227553087,-0.25823264454545536,-0.7038834705334497,-0.32869740740762293,0.5040719711055636,-1.8712376508786113,-0.8157899341511057,-0.8152356249183833,-2.874315838993439,-3.039413244095489,0.7156113605661365,1.0565711022363702,1.0735480644214739,0.6839532823251719,1.0906894312010789,0.7024825033439349,0.43541290925573395,-2.6228807919475488,-0.44974267635915705,-1.0503318796607435,-0.37931307606619713,-3.937058318803896,-2.2878634897861176,-2.9343950859236223,-1.997628222169771,-3.722747466307862,-1.5814209160482107,0.366793810844676,0.9968263963124663,1.5350155399355265,-0.7032327206335311,-0.9942052928359276,0.2096710827984511,-1.976255553690191,-0.738309195608679,-1.3202400065303703,1.6542157899116998,0.09079898742338685,0.07782192448145349,-0.7063224140220163,-2.3277620890472597,-2.9700436343819567,-0.05799445589968083,-2.466131810894383,-2.270845715422729,0.9388532223211222,1.2843149063861856,-2.054307893094872,-1.8981740761642523,-2.5588594767575454,-1.096704422195121,-1.441120770536904,0.2719710502682574,-1.4205553278426886,-1.3004981490317389,-2.313204331367689,-2.59544726725466,-3.3218626925173287,-3.210985447039664,,,,94903104-e074-4b3f-bac2-0237076c53c3,samsung,1.8241985930688505,-0.24036530003151124,-0.5459020401911593,1.2837620389320734,1.4620986168369214,-0.3085295405230695,-0.9229177228017036,0.55837757353263,-0.32595734300058304,-1.127108035555355,0.35975417208078053,0.29304126041637446,0.9901852417791092,2.258532430089393,0.09663724813380499,0.008127549102993768,0.24294560788679295,0.20267572235901474,-0.1023016087054455,0.0946991775612747,0.06886701991854234,1.4982106886374624,3.565000972565047,0.8611194018363643,3.300971711189721,3.312913663064806,0.18059195840520223,2.4397475629764336,1.0878391639760154,0.6004164618708636,0.23746045891636466,2.740855389492446,0.8473750553183546,0.5484761967436593,2.643816590635098,0.6716500151460338,3.493200332139884,2.6808897972437484
26.0,Male,0.39652122276202856,0.2691141596583354,0.7289866282811527,0.12861863236854193,0.8526692232598791,-0.8804686623279394,-1.2480380161116722,0.4767984666816444,-0.5830441965952067,-0.7235209631517474,-0.7055581819238778,-1.647508942095828,-0.12493910702437208,-0.7395301310512222,-0.14376116989466656,0.19710971029065116,-0.3133345057729782,1.2087001227553087,2.1348936454995546,1.891998832143102,1.519115045046041,1.6562364764897088,1.1748118126677705,2.186488093498049,2.187021929720947,0.8879465406501472,0.17624268048163066,2.027040109445047,0.2025550817758845,1.2758107432255197,-0.5319636640306893,0.9285283149109972,0.38240285231318255,0.03556352680455247,0.16277107821198425,0.26374740003435354,1.7657546796467594,1.3235024596554381,-0.6509101233335496,0.4813320681286815,0.4922961372685604,0.7240311896947209,0.3923887940572498,1.2542303816934086,0.366793810844676,0.0712018854508906,-0.2894600732449849,0.28509434620278273,-0.7277172761994933,0.8605902652175222,-0.7690274915240831,-0.1010962798966239,0.8548880834364976,1.0050141214180517,-1.4002159639501253,-1.2275780990784102,2.150359349355918,1.2063584549077033,0.971965054328783,1.3780587448228514,0.8297265908963132,1.1563937282123051,0.9388532223211222,0.7468149051625529,1.2882947803456997,0.5240357878145177,0.8835067049846175,0.6184423432657383,0.7450851309866485,0.5096600360477728,1.2058936335205097,1.1408702174027865,1.1617426198453253,1.1021762367033983,0.5567516463669109,0.9274819739819411,,,,9ef8f342-07f1-4884-8d5f-e321acc3031e,samsung,-0.1520165494224042,-0.4800215578800387,-0.017196599612699433,-1.1169009480925414,-0.5753445194244424,-0.8006668167149121,-0.467717859520962,0.34384647053621015,-0.8333425029935059,0.8277045327730902,-0.6120493057478213,-1.8838366741052635,-0.7848821209768412,-2.0263823445331783,-0.2328799258306447,-0.4748810833034979,0.24294560788679295,-0.30447840691754263,0.22010346115414012,-0.43766376656697215,0.06886701991854234,0.5414737214865066,-1.1471435827375687,-0.3436754563382799,-1.255491936607621,-0.4185991993042174,0.18059195840520223,0.7804873011839221,-0.010348304996082166,-0.9973877462306696,0.23746045891636466,0.7430153659124703,2.6611544379395813,-1.868575018485264,-1.398968711136448,-0.35979283009873675,-1.4132934302430311,-0.4854355658100668
28.0,Female,-1.7513020671989616,0.4104670516000874,-1.7522187683412425,0.12861863236854193,-1.9714581404034142,2.073361688707728,1.6578415437901315,0.4767984666816444,-0.5830441965952067,-2.420803222575395,-0.7055581819238778,0.043355498476205845,0.3948075781970167,-1.1069400050766705,-1.616224061543064,-1.5303686495600013,-1.8219821261613907,-0.50156943869438,-1.3218443290099042,-1.7422363916040704,-1.2526036336344548,-1.800257039662727,-0.8558878296964842,-1.7053537941952996,-1.7056499983694315,-1.3352085018665172,0.33702547671048666,-1.9072461371916847,-0.9361329455047632,-1.9603921176392138,-1.13992213720862,-1.8282106620203926,-2.0982144431751486,-1.8637210398385595,-0.8014930306893926,-2.0749145170332643,0.13538877688978404,-0.9469182546400755,-0.43183357696885977,0.055301982295635495,-0.918694366398809,-0.0017446534691436572,-0.43063845801577255,0.11996986259676089,-1.5169867485551407,-1.5486410085568667,-1.8098564175620777,-1.6915597874698451,-2.326645376018099,0.5351306740079866,-0.7690274915240831,-1.375522111320734,0.03921504969892212,-0.9425908840628928,-0.4062059963677839,0.599981933905399,0.10987237551453626,0.028318273883892686,0.971965054328783,-0.34520509673349264,-0.968014355371545,-0.713009604509586,-1.8436547728768202,-1.4031850989257268,-0.3830065563745862,-0.08151667840725733,0.08911450913685735,-0.024737693942878745,-0.4694737034360146,0.9850380061806681,0.8775875137194546,0.408459707618911,0.8944390084602971,1.1021762367033983,0.0026638834316959517,0.6091383256233365,רווק/רווקה,תאר ראשון ומעלה (15 שנות לימוד ומעלה),קבוע,9684a428-f994-4588-ab54-9907341809db,samsung,-0.5472595779206552,-0.5906321384255129,-1.074607480769619,-1.2576564326737891,-0.9153350305060933,-1.18722098787987,-0.9320217200673184,-1.0360175839367618,-1.1681736528122477,-1.050448719150318,-0.6120493057478213,0.29304126041637446,-0.7848821209768412,0.11607504277810742,-1.2214314477239938,-1.3201461900148581,-1.5198225237569145,2.137147436201065,-1.0695168182842023,-1.5023896548234659,-1.5227263293099933,-0.0431988695501883,-0.14759776797640778,-0.3436754563382799,-0.11637602465828539,-0.4185991993042174,-1.1831773787581394,-2.276044760012809,-0.010348304996082166,1.896531826692434,-1.9110088788635116,-2.194984668763964,-0.5129594816475657,0.1813033483525001,-0.10448080662831738,-0.35979283009873675,-0.10489509360758695,-0.4854355658100668
32.0,Male,1.6852151967386226,-1.8511792194679442,-0.6494608142868447,1.0618514997867958,0.2878437505272205,-0.8804686623279394,-0.7637247561280383,0.4767984666816444,0.03569658346501252,-0.15776021001053153,-0.7055581819238778,-0.5202659817144721,1.4343009486397942,-0.7395301310512222,-1.2764249327011261,0.5426053822607815,-0.6150640298506607,1.2087001227553087,0.8053790399189932,-0.1847070099981393,0.595208818819209,0.5040719711055636,0.1594619914856429,0.5185558559151854,0.5189404573792104,0.7169346143027115,-1.1100196893492171,0.3877541733464089,0.2025550817758845,0.46676002800933636,0.07599480914724133,0.3609644078957111,0.5424426778285587,0.5353752548685293,-0.26579074796640545,0.3826624127666053,-0.4574715513854797,-1.798326022500893,-2.403522494251068,-0.15771306062088752,-0.5155542224938463,-0.0017446534691436572,-0.9793232927311208,0.11996986259676089,-0.5750964688552324,-0.39161036997989723,1.5350155399355265,0.5321761129118612,1.4041868568919806,0.2096710827984511,-0.7690274915240831,0.21751017795940364,0.5829970721906391,1.3296149556648758,0.3393014793189722,-2.0108181132143286,0.10987237551453626,0.3228283189189626,-0.15432314208369252,0.22921618407249938,-0.06914388223761571,-0.08987515995738805,0.17998740551794365,-0.328185096478462,-0.10445633386642239,-0.08151667840725733,0.8835067049846175,1.0472290349525433,-1.441120770536904,-0.6787848907106009,-0.43563696745460395,-1.3004981490317389,0.09252817350330049,-0.48251955059400536,-0.27437999762034526,-0.6642362649459863,רווק/רווקה,תאר ראשון ומעלה (15 שנות לימוד ומעלה),זמני,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,samsung,-0.1520165494224042,2.386635987923501,1.853607267049543,1.3228607846490865,0.024638735425529697,0.66068019568457,-0.05803798256829455,-0.47836873528637586,0.9619737327298067,-0.6258740436762665,-0.6120493057478213,0.29304126041637446,-0.7848821209768412,0.11607504277810742,0.09663724813380499,0.008127549102993768,0.24294560788679295,-0.6732097464948577,-0.1023016087054455,0.0946991775612747,0.06886701991854234,-1.980890765983552,3.565000972565047,1.6643159739527937,3.870529667164389,5.800588904644155,0.18059195840520223,0.34383986387010335,-0.010348304996082166,0.009891065533439335,0.23746045891636466,0.1554153589771834,-0.5129594816475657,-2.1447345710343653,2.2129241133302937,0.49974287427190534,2.3334836246675588,2.153168903401446
22.0,Female,0.2533330034312959,-0.013591624225168537,-2.3035977453684415,0.28415744360491757,0.2878437505272205,0.3010634780863276,1.1735282838064975,-1.2136688242805491,0.03569658346501252,-0.15776021001053153,-0.13229215911072711,0.6069769786668838,-0.12493910702437208,0.11775957500815656,0.08277158266662561,-1.1848729775898708,-0.4641992678118196,-1.3567042194192243,-0.7900384867776796,-0.1847070099981393,-0.32869740740762293,-0.6480925342785817,0.8363618715968276,-0.2598125216234844,-0.26017211939045654,-0.8221727228242101,0.0154598842527747,0.3877541733464089,1.0565711022363702,1.0735480644214739,0.07599480914724133,0.8474477567659563,-0.737875926294451,-1.1639846205489919,-0.6943525741447951,-1.083956077597833,-1.0503318796607435,0.18829210250768127,-1.3081397624276188,0.9073621539617276,-0.5155542224938463,-1.997628222169771,-1.0479088970705392,0.11996986259676089,-0.10415132900527817,-1.085828753126079,-0.2894600732449849,-0.4561509539244527,-1.527181326108796,1.5115094476365936,0.7400075861835516,-0.1010962798966239,0.3111060609447806,-0.6179900498160688,0.09079898742338685,0.599981933905399,0.10987237551453626,-1.1497219080234486,-1.2806113393408847,-1.494047657483845,0.23047960850740346,0.5332592836601073,-1.5906995008620497,-0.328185096478462,-1.4972074472428933,0.22125955515779494,0.6187093066334951,1.0472290349525433,1.4738204314944994,1.2227269919601833,1.5341997533215648,-0.3239508021649648,0.3598317848883288,1.1021762367033983,0.8337955274189521,0.2907946782197638,רווק/רווקה,תיכונית (12 שנות לימוד),זמני,9eacd12f-50d4-4002-99e5-a3b4330497ea,samsung,-0.44844882079609244,-0.23114775165272175,-1.074607480769619,-0.7697040861254636,-0.9003354491348441,-0.8895194036386161,-0.23101393061497635,-0.9124476686108239,-0.9026447287691644,-0.10498381682152744,-0.6120493057478213,0.29304126041637446,-0.7848821209768412,0.11607504277810742,-1.2214314477239938,-1.1993940319132352,-1.5198225237569145,-1.6160779411912305,-1.0695168182842023,-1.2362081827593425,-1.5227263293099933,2.2954914945965914,-0.14759776797640778,-0.3436754563382799,-0.11637602465828539,-0.4185991993042174,-1.1831773787581394,-1.4027498853851714,-0.010348304996082166,-1.5969419307800363,-1.9110088788635116,-1.0197846548933904,-0.5129594816475657,1.4141715379688669,-0.10448080662831738,-0.35979283009873675,-0.10489509360758695,-0.4854355658100668
19.0,Female,0.39652122276202856,0.5518199435418394,-0.37377132577324523,0.5952350660776689,-0.27698172220543815,1.4825956185005946,0.20490176383922967,-0.6501797272931513,-0.5830441965952067,2.1052828025543318,1.0142398865155742,-1.0838874619051502,-1.6841791626885383,0.4851694490336044,-0.14376116989466656,-0.033220737689436015,0.13925978034354528,1.6362675131177309,0.007670276570656465,-0.1847070099981393,-1.2526036336344548,0.5040719711055636,-2.2096875919495536,-0.8157899341511057,-0.8152356249183833,-1.8482442809088244,-0.4668885044337932,-0.9236745755325018,-0.6514609386846013,0.062234670401244654,-0.22798442744172398,-0.44984117355469766,-0.4177962752636985,0.03556352680455247,-0.4800716610556003,-0.37046600120432255,0.13538877688978404,0.4720946917946205,0.22539606212520955,-1.8618334039530717,-0.918694366398809,-0.1831886142601098,-0.9107376883917023,1.8213606412417325,-0.33962389893025524,-1.7800471362722607,0.31869846448185224,1.5205031797481752,0.3382347903462437,2.1624286300556648,1.0418146017250784,0.21751017795940364,-1.048348995284512,0.3558124529244035,-1.4002159639501253,0.33890192919342627,-1.1144198087902926,-1.7387419980935892,-2.1253274868614205,1.665269385656664,0.5301030992524226,-0.4014423827008383,-0.5788784112852347,0.47806490495386156,-0.10445633386642239,-0.08151667840725733,-2.294062078406423,1.6904090721611607,0.9879968975796868,1.2227269919601833,1.2058936335205097,0.408459707618911,0.6271353962733571,1.1021762367033983,0.0026638834316959517,-0.027548969183808978,רווק/רווקה,תיכונית (12 שנות לימוד),זמני,ec7ccc46-dc28-407b-b067-3e1bdec74b03,samsung,-0.1520165494224042,-0.4984566546376177,-0.2286787758440833,1.1821053000678388,-0.26535317108529016,-0.6379685394112022,-0.23101393061497635,-0.22251564137433805,-0.6549619884425336,-0.10498381682152744,1.088606780452232,0.29304126041637446,0.7683018214346155,0.11607504277810742,0.09663724813380499,0.008127549102993768,0.24294560788679295,-0.056355718775063394,-0.1023016087054455,0.0946991775612747,0.06886701991854234,1.4807837857749673,0.5663635282815643,-0.3436754563382799,1.0227398872910503,-0.4185991993042174,0.18059195840520223,0.34383986387010335,-0.010348304996082166,-0.18533243928065218,0.23746045891636466,0.1554153589771834,-0.5129594816475657,0.47144405452750626,0.1693531731714794,-0.35979283009873675,0.30397938659098916,-0.4854355658100668
27.0,Female,-0.8921727512145655,0.12776126771658344,-0.23592658151644547,0.7507738773140445,0.2878437505272205,-0.28970259212080585,0.6892150238228636,-0.08669063030575345,-1.2017849766554258,1.5395220494131159,0.44097386370242353,-1.0838874619051502,-1.6841791626885383,-0.7395301310512222,0.9889025929117933,-0.37871640965956627,-0.01160498169529544,-1.3567042194192243,-0.7900384867776796,-0.1847070099981393,-1.2526036336344548,-0.6480925342785817,-1.8712376508786113,-1.2605718641732027,-1.2604428116439073,-0.8221727228242101,-0.14532291197608127,-1.2515317627522293,-0.08211692504427744,-0.5445533660108929,-1.13992213720862,-0.855243964279902,-0.5778361007790748,-1.2639469661617873,-0.4800716610556003,-0.9650410648655813,-0.6056866334542956,-0.9469182546400755,0.44447260848989933,0.6943471110452045,-0.918694366398809,-0.1831886142601098,-0.019124831979261386,0.6871001221450848,-0.5750964688552324,-0.39161036997989723,0.014619195618433669,-0.7032327206335311,-2.0601573593816647,0.2096710827984511,-0.7690274915240831,-0.738309195608679,0.03921504969892212,-1.267191718309717,-0.6547084882633692,0.8610619386173718,0.10987237551453626,0.6173383639540325,0.1272489068082471,0.5164268240446792,-0.06914388223761571,-0.4014423827008383,-1.084788956073642,-0.596935097493403,0.7311943344937205,0.8268120204712404,0.8835067049846175,0.40404899774392605,0.016349830478797678,1.2227269919601833,-0.10733084666863041,-0.5680876392478634,0.8944390084602971,0.04571237876924542,-0.27437999762034526,-0.6642362649459863,רווק/רווקה,תאר ראשון ומעלה (15 שנות לימוד ומעלה),זמני,c8308959-2867-46e5-bf0b-4ee3e795a1b7,other,-0.1520165494224042,1.6768847627567078,1.7955077680848772,1.1821053000678388,1.7895894767758647,-0.6280573598615911,1.6626175006329087,1.7134130320653538,-0.6869312639983276,1.5463856240703129,-0.6120493057478213,0.29304126041637446,2.131299974979363,0.11607504277810742,3.5565675747605265,0.008127549102993768,0.24294560788679295,0.37946576071632565,-0.1023016087054455,0.0946991775612747,0.06886701991854234,-1.2633851464963348,2.137078380049103,1.262717687894579,2.7314137552150535,0.8252384214854571,1.8171151630012123,0.34383986387010335,-0.010348304996082166,0.5900392708203618,2.620918630515915,0.1554153589771834,-0.5129594816475657,-0.07521169628661682,2.086191031770057,1.0154642968942906,3.0025509559015924,1.6254480095591435
30.0,Male,1.6852151967386226,0.8345257274253434,2.3831235593627493,0.28415744360491757,-0.27698172220543815,0.8918295482934612,0.20490176383922967,0.4767984666816444,-1.2017849766554258,-0.15776021001053153,0.44097386370242353,-0.5202659817144721,-0.12493910702437208,-1.1069400050766705,-1.616224061543064,1.118431502210999,-0.6150640298506607,0.7811327323928866,1.60308780326733,0.8536459110724814,2.4430212712728725,-0.07201028158650909,1.5132617527233627,1.630510680970428,1.6305129463140422,0.8879465406501472,0.0154598842527747,-0.9236745755325018,-0.6514609386846013,-1.1513414024230304,-0.8359429006196546,-1.0984856387150246,-0.3377763625060104,-0.0643988188082429,-0.8014930306893926,-0.4893810139365743,0.7282491051650477,-0.37931307606619713,-0.6509101233335496,0.4813320681286815,0.4922961372685604,1.0869191112766532,0.5295600027360868,-0.44716039695156296,1.7796292303945387,1.691044779458648,0.9268570022086894,0.03801257949370425,0.8712108236191122,1.1860498564270578,0.7400075861835516,1.8105424672395414,1.1267790946823562,1.6542157899116998,2.0788189225880696,0.33890192919342627,0.10987237551453626,-0.5607018170697782,-0.7174672407122887,0.22921618407249938,-0.968014355371545,-1.0245768263183341,-0.831833684058871,-0.328185096478462,-1.4972074472428933,-0.9898453772857546,-0.7052776867109027,-0.23913103946469125,-0.7123854700290532,-1.3918518466230116,-1.0922492070567151,-0.3239508021649648,-0.44207905006866777,-0.7466355148794568,-0.8284677605555602,-0.9825799123495595,רווק/רווקה,תיכונית (12 שנות לימוד),זמני,171408ba-1802-416a-b00d-335bbe2eee6e,other,-0.1520165494224042,-0.24036530003151124,1.8626449668884908,1.7920457332532456,-0.26535317108529016,-0.9175891013127375,-0.23101393061497635,-0.22251564137433805,-0.9062157120900338,-0.10498381682152744,-0.6120493057478213,0.29304126041637446,-0.7848821209768412,0.11607504277810742,0.09663724813380499,3.2684358178468127,3.180892493959639,0.8307529007673402,-0.1023016087054455,3.2888768423307555,2.456257043761346,0.8008397581118072,1.0661364356621448,0.057922829719934836,1.1651293762847172,0.8252384214854571,1.7261972071903227,1.8721058944684688,-0.010348304996082166,0.908017714624977,0.23746045891636466,1.477515374581579,0.5450784915481497,0.9616353933342737,0.7792561281801178,0.32783573339777694,0.9172911068888536,1.6254480095591435
