,ERM-__Physical_Endurance,Bluetooth_count_week,wifi_count_week,Bluetooth_mean_24h,wifi_mean_24h,screen_count_week,Screen_avg_time_week,screen_count_treshold_week,screen_count_mean_24,Screen_avg_time_24,screen_mean_treshold_24,Battery_count_threshold_week,Battery_count_week,Battery_avg_threshold_24h,Battery_avg_24h,Calls_count_incoming_week,Calls_count_outgoing_week,Calls_count_missing_week,calls_duration_mean_week,Calls_trace_incoming_week,Calls_trace_outgoing_week,Calls_trace_missing_week,Call_ratio_week,messages_count_incoming_week,messages_count_outgoing_week,messages_trace_outgoing_week,messages_trace_incoming_week,Calls_mean_incoming_24h,Calls_mean_outgoing_24h,Calls_mean_missing_24h,calls_duration_mean_24h,Calls_trace_mean_incoming_24h,Calls_trace_mean_outgoing_24h,Calls_trace_mean_missing_24h,Call_ratio_24h,messages_mean_incoming_24h,messages_mean_outgoing_24h,messages_trace_outgoing_24h,messages_trace_incoming_24h
0,-2.458877028255049,-0.4484488207960924,-0.0744494292132999,1.56891972212268,0.0493587812949403,-0.2653531710852901,-0.4956347130559853,-0.2310139306149763,1.6207355955709004,-0.5598257127920293,1.8242756460385725,-0.6120493057478213,-1.7387114784704876,-0.7848821209768412,-3.097611038188821,-0.5623970997950944,1.457153446322469,0.8305349851013621,0.7043210720087585,-0.1023016087054455,1.1594250658177685,1.6604603691470785,-2.159156818063942,-1.0043513234859744,-0.3436754563382799,-0.9707129586202872,-0.4185991993042174,0.4533458258378706,0.3438398638701033,3.0645766081257912,2.0917183229124383,0.5060191261388494,0.1554153589771834,2.6611544379395813,-2.6752925233160134,-0.7019367625551469,-0.3597928300987367,-0.4319946777664481,-0.4854355658100668
1,-2.458877028255049,-0.1520165494224042,-0.2403653000315112,1.56891972212268,1.1821053000678388,0.2796316187367679,-0.3770226145503262,0.8068417576651145,0.1584915975473034,-0.4393242928815492,0.6456386563111272,-0.3690984362906709,-1.0130855002966084,0.102651560401134,0.1160750427781074,2.403257465884953,1.0948969720175998,0.2429456078867929,0.021111447927914,1.832128810452068,0.6270621216895216,0.8646636945328102,0.9312554488443028,-0.218993897602205,-0.3436754563382799,0.3107924423227154,-0.4185991993042174,1.908033118812102,0.2190834532090123,2.142099134189229,0.5900392708203618,1.4728303281397934,-0.1803560735572663,1.8676259580427943,-0.0396540254706182,-0.6023607699006753,-0.3597928300987367,-0.4319946777664481,-0.4854355658100668
2,0.366793810844676,1.8241985930688505,-0.2403653000315112,-0.5459020401911593,1.2837620389320734,1.4620986168369214,-0.3085295405230695,-0.9229177228017036,0.55837757353263,-0.325957343000583,-1.127108035555355,0.3597541720807805,0.2930412604163744,0.9901852417791092,2.258532430089393,0.0966372481338049,0.0081275491029937,0.2429456078867929,0.2026757223590147,-0.1023016087054455,0.0946991775612747,0.0688670199185423,1.4982106886374624,3.565000972565047,0.8611194018363643,3.300971711189721,3.312913663064806,0.1805919584052022,2.4397475629764336,1.0878391639760154,0.6004164618708636,0.2374604589163646,2.740855389492446,0.8473750553183546,0.5484761967436593,2.643816590635098,0.6716500151460338,3.493200332139884,2.6808897972437484
3,0.366793810844676,-0.1520165494224042,-0.4800215578800387,-0.0171965996126994,-1.1169009480925414,-0.5753445194244424,-0.8006668167149121,-0.467717859520962,0.3438464705362101,-0.8333425029935059,0.8277045327730902,-0.6120493057478213,-1.8838366741052637,-0.7848821209768412,-2.0263823445331783,-0.2328799258306447,-0.4748810833034979,0.2429456078867929,-0.3044784069175426,0.2201034611541401,-0.4376637665669721,0.0688670199185423,0.5414737214865066,-1.147143582737569,-0.3436754563382799,-1.255491936607621,-0.4185991993042174,0.1805919584052022,0.7804873011839221,-0.0103483049960821,-0.9973877462306696,0.2374604589163646,0.7430153659124703,2.6611544379395813,-1.868575018485264,-1.398968711136448,-0.3597928300987367,-1.4132934302430311,-0.4854355658100668
4,-1.5169867485551407,-0.5472595779206552,-0.5906321384255129,-1.074607480769619,-1.2576564326737891,-0.9153350305060932,-1.18722098787987,-0.9320217200673184,-1.0360175839367618,-1.1681736528122475,-1.050448719150318,-0.6120493057478213,0.2930412604163744,-0.7848821209768412,0.1160750427781074,-1.2214314477239938,-1.320146190014858,-1.5198225237569143,2.137147436201065,-1.0695168182842023,-1.502389654823466,-1.5227263293099933,-0.0431988695501883,-0.1475977679764077,-0.3436754563382799,-0.1163760246582853,-0.4185991993042174,-1.1831773787581394,-2.276044760012809,-0.0103483049960821,1.896531826692434,-1.911008878863512,-2.194984668763964,-0.5129594816475657,0.1813033483525001,-0.1044808066283173,-0.3597928300987367,-0.1048950936075869,-0.4854355658100668
5,-0.5750964688552324,-0.1520165494224042,2.386635987923501,1.853607267049543,1.3228607846490863,0.0246387354255296,0.66068019568457,-0.0580379825682945,-0.4783687352863758,0.9619737327298068,-0.6258740436762665,-0.6120493057478213,0.2930412604163744,-0.7848821209768412,0.1160750427781074,0.0966372481338049,0.0081275491029937,0.2429456078867929,-0.6732097464948577,-0.1023016087054455,0.0946991775612747,0.0688670199185423,-1.980890765983552,3.565000972565047,1.6643159739527935,3.870529667164389,5.800588904644155,0.1805919584052022,0.3438398638701033,-0.0103483049960821,0.0098910655334393,0.2374604589163646,0.1554153589771834,-0.5129594816475657,-2.1447345710343653,2.2129241133302937,0.4997428742719053,2.3334836246675588,2.153168903401446
6,-0.1041513290052781,-0.4484488207960924,-0.2311477516527217,-1.074607480769619,-0.7697040861254636,-0.9003354491348441,-0.8895194036386161,-0.2310139306149763,-0.912447668610824,-0.9026447287691644,-0.1049838168215274,-0.6120493057478213,0.2930412604163744,-0.7848821209768412,0.1160750427781074,-1.2214314477239938,-1.1993940319132352,-1.5198225237569143,-1.6160779411912305,-1.0695168182842023,-1.2362081827593423,-1.5227263293099933,2.2954914945965914,-0.1475977679764077,-0.3436754563382799,-0.1163760246582853,-0.4185991993042174,-1.1831773787581394,-1.4027498853851714,-0.0103483049960821,-1.5969419307800363,-1.911008878863512,-1.0197846548933904,-0.5129594816475657,1.4141715379688669,-0.1044808066283173,-0.3597928300987367,-0.1048950936075869,-0.4854355658100668
7,-0.3396238989302552,-0.1520165494224042,-0.4984566546376177,-0.2286787758440833,1.1821053000678388,-0.2653531710852901,-0.6379685394112022,-0.2310139306149763,-0.222515641374338,-0.6549619884425336,-0.1049838168215274,1.088606780452232,0.2930412604163744,0.7683018214346155,0.1160750427781074,0.0966372481338049,0.0081275491029937,0.2429456078867929,-0.0563557187750633,-0.1023016087054455,0.0946991775612747,0.0688670199185423,1.4807837857749673,0.5663635282815643,-0.3436754563382799,1.0227398872910505,-0.4185991993042174,0.1805919584052022,0.3438398638701033,-0.0103483049960821,-0.1853324392806521,0.2374604589163646,0.1554153589771834,-0.5129594816475657,0.4714440545275062,0.1693531731714794,-0.3597928300987367,0.3039793865909891,-0.4854355658100668
8,-0.5750964688552324,-0.1520165494224042,1.6768847627567078,1.7955077680848772,1.1821053000678388,1.7895894767758649,-0.6280573598615911,1.6626175006329087,1.7134130320653538,-0.6869312639983276,1.5463856240703129,-0.6120493057478213,0.2930412604163744,2.131299974979363,0.1160750427781074,3.5565675747605265,0.0081275491029937,0.2429456078867929,0.3794657607163256,-0.1023016087054455,0.0946991775612747,0.0688670199185423,-1.2633851464963348,2.137078380049103,1.262717687894579,2.731413755215053,0.8252384214854571,1.8171151630012123,0.3438398638701033,-0.0103483049960821,0.5900392708203618,2.620918630515915,0.1554153589771834,-0.5129594816475657,-0.0752116962866168,2.086191031770057,1.0154642968942906,3.0025509559015924,1.6254480095591437
9,1.779629230394539,-0.1520165494224042,-0.2403653000315112,1.8626449668884908,1.7920457332532456,-0.2653531710852901,-0.9175891013127376,-0.2310139306149763,-0.222515641374338,-0.9062157120900338,-0.1049838168215274,-0.6120493057478213,0.2930412604163744,-0.7848821209768412,0.1160750427781074,0.0966372481338049,3.2684358178468127,3.180892493959639,0.8307529007673402,-0.1023016087054455,3.2888768423307555,2.456257043761346,0.8008397581118072,1.0661364356621448,0.0579228297199348,1.1651293762847172,0.8252384214854571,1.7261972071903229,1.8721058944684688,-0.0103483049960821,0.908017714624977,0.2374604589163646,1.477515374581579,0.5450784915481497,0.9616353933342736,0.7792561281801178,0.3278357333977769,0.9172911068888536,1.6254480095591437
